"","pbdb_taxon_name","pbdb_taxon_authority","pbdb_accepted_name","pbdb_accepted_rank","pbdb_accepted_authority","pbdb_accepted_author_name_format","pbdb_accepted_author_year","pbdb_accepted_authority_parentheses"
"2815","Machairodus_tanneri","(Martin and Schultz 1975)","Machairodus_tanneri","species","(Martin and Schultz 1975)","MARTIN_SCHULTZ","1975","yes"
"2816","Machairodus_aphanistus","(Kaup 1833)","Machairodus_aphanistus","species","(Kaup 1833)","KAUP","1833","yes"
"2817","Machairodus_giganteus","Wagner 1848","Machairodus_giganteus","species","Wagner 1848","WAGNER","1848","no"
"2818","Machairodus_necator","Gervais 1880","Machairodus_necator","species","Gervais 1880","GERVAIS","1880","no"
"2819","Lokotunjailurus","Werdelin 2003","Lokotunjailurus","genus","Werdelin 2003","WERDELIN","2003","no"
"2820","Lokotunjailurus_emageritus","Werdelin 2003","Lokotunjailurus_emageritus","species","Werdelin 2003","WERDELIN","2003","no"
"2821","Lokotunjailurus_chinsamyae","Jiangzuo et al. 2023","Lokotunjailurus_chinsamyae","species","Jiangzuo et al. 2023","JIANGZUO_ET-AL","2023","no"
"2822","Lokotunjailurus_fanonei","de Bonis et al. 2010","Lokotunjailurus_fanonei","species","de Bonis et al. 2010","DE-BONIS_ET-AL","2010","no"
"2823","Miomachairodus","Schmidt-Kittler 1976","Miomachairodus","genus","Schmidt-Kittler 1976","SCHMIDT-KITTLER","1976","no"
"2824","Taowu","Jiangzuo et al. 2022","Taowu","genus","Jiangzuo et al. 2022","JIANGZUO_ET-AL","2022","no"
"2825","Taowu_liui","Jiangzuo et al. 2022","Taowu_liui","species","Jiangzuo et al. 2022","JIANGZUO_ET-AL","2022","no"
"2826","Amphimachairodus","Kretzoi 1929","Amphimachairodus","genus","Kretzoi 1929","KRETZOI","1929","no"
"2827","Amphimachairodus_alvarezi","Ruiz-Ramoni et al. 2019","Amphimachairodus_alvarezi","species","Ruiz-Ramoni et al. 2019","RUIZ-RAMONI_ET-AL","2019","no"
"2828","Amphimachairodus_horribilis","(Schlosser 1903)","Amphimachairodus_horribilis","species","(Schlosser 1903)","SCHLOSSER","1903","yes"
"2829","Amphimachairodus_hezhengensis","Jiangzuo et al. 2023","Amphimachairodus_hezhengensis","species","Jiangzuo et al. 2023","JIANGZUO_ET-AL","2023","no"
"2830","Amphimachairodus_giganteus","Kretzoi 1929","Amphimachairodus_giganteus","species","Kretzoi 1929","KRETZOI","1929","no"
"2831","Amphimachairodus_coloradensis","(Cook 1922)","Amphimachairodus_coloradensis","species","(Cook 1922)","COOK","1922","yes"
"2832","Adeilosmilus","Jiangzuo et al. 2022","Adeilosmilus","genus","Jiangzuo et al. 2022","JIANGZUO_ET-AL","2022","no"
"2833","Adeilosmilus_kabir","(Peigne et al. 2005)","Adeilosmilus_kabir","species","(Peigne et al. 2005)","PEIGNE_ET-AL","2005","yes"
"2834","Homotheriina","(Jiangzuo et al. 2022)","Homotheriina","subtribe","(Jiangzuo et al. 2022)","JIANGZUO_ET-AL","2022","yes"
"2835","Nimravides","Kitts 1958","Nimravides","genus","Kitts 1958","KITTS","1958","no"
"2836","Nimravides_thinobates","(Macdonald 1948)","Nimravides_thinobates","species","(Macdonald 1948)","MACDONALD","1948","yes"
"2837","Nimravides_galiani","Baskin 1981","Nimravides_galiani","species","Baskin 1981","BASKIN","1981","no"
"2838","Nimravides_hibbardi","(Dalquest 1969)","Nimravides_hibbardi","species","(Dalquest 1969)","DALQUEST","1969","yes"
"2839","Nimravides_pedionomus","(Macdonald 1948)","Nimravides_pedionomus","species","(Macdonald 1948)","MACDONALD","1948","yes"
"2840","Xenosmilus","Martin et al. 2000","Xenosmilus","genus","Martin et al. 2000","MARTIN_ET-AL","2000","no"
"2841","Xenosmilus_venezuelensis","(RincÃ³n et al. 2011)","Xenosmilus_venezuelensis","species","(RincÃ³n et al. 2011)","RINCA³N_ET-AL","2011","yes"
"2842","Xenosmilus_hodsonae","Martin et al. 2000","Xenosmilus_hodsonae","species","Martin et al. 2000","MARTIN_ET-AL","2000","no"
"2843","Homotherium","Fabrini 1890","Homotherium","genus","Fabrini 1890","FABRINI","1890","no"
"2844","Homotherium_crusafonti","(Schultz and Martin 1970)","Homotherium_crusafonti","species","(Schultz and Martin 1970)","SCHULTZ_MARTIN","1970","yes"
"2845","Homotherium_johnstoni","(Mawby 1965)","Homotherium_johnstoni","species","(Mawby 1965)","MAWBY","1965","yes"
"2846","Homotherium_latidens","(Owen 1846)","Homotherium_latidens","species","(Owen 1846)","OWEN","1846","yes"
"2847","Homotherium_serum","(Cope 1893)","Homotherium_latidens","species","(Owen 1846)","OWEN","1846","yes"
"2848","Homotherium_idahoensis","(Merriam 1918)","Homotherium_idahoensis","species","(Merriam 1918)","MERRIAM","1918","yes"
"2849","Homotherium_ischyrus","(Merriam 1905)","Homotherium_ischyrus","species","(Merriam 1905)","MERRIAM","1905","yes"
"2850","Dinobastis","(Cope 1893)","Homotherium","genus","Fabrini 1890","FABRINI","1890","no"
"2851","Ischyrosmilus","Merriam 1918","Homotherium","genus","Fabrini 1890","FABRINI","1890","no"
"2852","Homotherium_problematicum","(Collings 1972)","Homotherium_problematicum","species","(Collings 1972)","COLLINGS","1972","yes"
"2853","Homotherium_sainzelli","Aymard 1853","Homotherium_sainzelli","species","Aymard 1853","AYMARD","1853","no"
"2854","Homotherium_crenatidens","Fabrini 1890","Homotherium_crenatidens","species","Fabrini 1890","FABRINI","1890","no"
"2855","Homotherium_nestianus","Fabrini 1890","Homotherium_crenatidens","species","Fabrini 1890","FABRINI","1890","no"
"2856","Homotherium_hadarensis","Petter and Howell 1988","Homotherium_hadarensis","species","Petter and Howell 1988","PETTER_HOWELL","1988","no"
"2857","Homotherium_ultimum","Teilhard 1936","Homotherium_ultimum","species","Teilhard 1936","TEILHARD","1936","no"
"2858","Katifelis","Adrian et al. 2018","Katifelis","genus","Adrian et al. 2018","ADRIAN_ET-AL","2018","no"
"2859","Katifelis_nightingalei","Adrian et al. 2018","Katifelis_nightingalei","species","Adrian et al. 2018","ADRIAN_ET-AL","2018","no"
"2860","Machaerodus","Kaup 1833","Machaerodus","genus","Kaup 1833","KAUP","1833","no"
"2861","Machaerodus_niobrarensis","Thorpe 1922","Machaerodus_niobrarensis","species","Thorpe 1922","THORPE","1922","no"
"2862","Machaerodus_ensenadensis","(Ameghino 1888)","Machaerodus_ensenadensis","species","(Ameghino 1888)","AMEGHINO","1888","yes"
"2863","Epimachairodus","Kretzoi 1929","Epimachairodus","genus","Kretzoi 1929","KRETZOI","1929","no"
"2864","Cynailurus","Wagler","Cynailurus","genus","Wagler","WAGLER",NA,"no"
"2865","Catolynx","(Severtzov 1858)","Catolynx","genus","(Severtzov 1858)","SEVERTZOV","1858","yes"
"2866","Proailurus","Filhol 1879","Proailurus","genus","Filhol 1879","FILHOL","1879","no"
"2867","Proailurus_lemanensis","Filhol 1879","Proailurus_lemanensis","species","Filhol 1879","FILHOL","1879","no"
"2868","Uncia","Schreber 1775","Uncia","genus","Schreber 1775","SCHREBER","1775","no"
"2869","Stenogale","Schlosser 1888","Stenogale","genus","Schlosser 1888","SCHLOSSER","1888","no"
"2870","Stenogale_gracilis","(Filhol 1877)","Stenogale_gracilis","species","(Filhol 1877)","FILHOL","1877","yes"
"2871","Stenogale_bransatensis","de Bonis et al. 1999","Stenogale_bransatensis","species","de Bonis et al. 1999","DE-BONIS_ET-AL","1999","no"
"2872","Stenogale_intermedia","Filhol 1877","Stenogale_intermedia","species","Filhol 1877","FILHOL","1877","no"
"2873","Prionodontidae","Horsfield 1824","Prionodontidae","family","Horsfield 1824","HORSFIELD","1824","no"
"2874","Prionodon","Horsfield 1822","Prionodon","genus","Horsfield 1822","HORSFIELD","1822","no"
"2875","Prionodon_pardicolor","Hodgson 1842","Prionodon_pardicolor","species","Hodgson 1842","HODGSON","1842","no"
"2876","Linsanga","Lydekker 1896","Prionodon","genus","Horsfield 1822","HORSFIELD","1822","no"
"2877","Linsang","MÃ¼ller 1839","Prionodon","genus","Horsfield 1822","HORSFIELD","1822","no"
"2878","Prionodon_linsang","(Hardwicke 1821)","Prionodon_linsang","species","(Hardwicke 1821)","HARDWICKE","1821","yes"
"2879","Prionodon_maculosus","Blanford 1878","Prionodon_linsang","species","(Hardwicke 1821)","HARDWICKE","1821","yes"
"2880","Pardictis","Thomas 1925","Prionodon","genus","Horsfield 1822","HORSFIELD","1822","no"
"2881","Prionodon_gracilis","(Horsfield 1824)","Prionodon_gracilis","species","(Horsfield 1824)","HORSFIELD","1824","yes"
"2882","Ursocanidi","Jaekel 1911","Ursocanidi","suborder","Jaekel 1911","JAEKEL","1911","no"
"2883","Miacoidea","Cope","Miacoidea","superfamily","Cope","COPE",NA,"no"
"2884","Miacidae","Cope 1880","Miacidae","family","Cope 1880","COPE","1880","no"
"2885","Viverravinae","Matthew 1909","Viverravinae","subfamily","Matthew 1909","MATTHEW","1909","no"
"2886","Pappictidops","Qiu and Li 1977","Pappictidops","genus","Qiu and Li 1977","QIU_LI","1977","no"
"2887","Pappictidops_obtusus","Wang 1978","Pappictidops_obtusus","species","Wang 1978","WANG","1978","no"
"2888","Pappictidops_orientalis","Qiu and Li 1977","Pappictidops_orientalis","species","Qiu and Li 1977","QIU_LI","1977","no"
"2889","Pappictidops_acies","Wang 1978","Pappictidops_acies","species","Wang 1978","WANG","1978","no"
"2890","Eogale","Beard and Dawson 2009","Eogale","genus","Beard and Dawson 2009","BEARD_DAWSON","2009","no"
"2891","Eogale_parydros","Beard and Dawson 2009","Eogale_parydros","species","Beard and Dawson 2009","BEARD_DAWSON","2009","no"
"2892","Simamphicyon","Viret 1942","Simamphicyon","genus","Viret 1942","VIRET","1942","no"
"2893","Simamphicyon_helveticus","Pictet and Humbert 1869","Simamphicyon_helveticus","species","Pictet and Humbert 1869","PICTET_HUMBERT","1869","no"
"2894","Miacinae","Cope 1880","Miacinae","subfamily","Cope 1880","COPE","1880","no"
"2895","Paroodectes","Springhorn 1980","Paroodectes","genus","Springhorn 1980","SPRINGHORN","1980","no"
"2896","Miocyon","(Matthew 1909)","Miocyon","genus","(Matthew 1909)","MATTHEW","1909","yes"
"2897","Miocyon_vallisrubrae","Friscia and Rasmussen 2010","Miocyon_vallisrubrae","species","Friscia and Rasmussen 2010","FRISCIA_RASMUSSEN","2010","no"
"2898","Miocyon_major","(Matthew 1909)","Miocyon_major","species","(Matthew 1909)","MATTHEW","1909","yes"
"2899","Miocyon_scotti","(Wortman and Matthew 1899)","Miocyon_scotti","species","(Wortman and Matthew 1899)","WORTMAN_MATTHEW","1899","yes"
"2900","Miocyon_magnus","Bryant 1992","Miocyon_magnus","species","Bryant 1992","BRYANT","1992","no"
"2901","Pappidictops","Chiu and Li 1977","Pappidictops","genus","Chiu and Li 1977","CHIU_LI","1977","no"
"2902","Canidae","Fischer de Waldheim 1817","Canidae","family","Fischer de Waldheim 1817","FISCHER-DE-WALDHEIM","1817","no"
"2903","Synagodus","Cope 1879","Synagodus","genus","Cope 1879","COPE","1879","no"
"2904","Synagodus_mansuetus","Cope 1879","Synagodus_mansuetus","species","Cope 1879","COPE","1879","no"
"2905","Amphicyon_angustidens","(Marsh 1871)","Canidae","family","Fischer de Waldheim 1817","FISCHER-DE-WALDHEIM","1817","no"
"2906","Cubacyon","Arredondo and Varona 1974","Cubacyon","genus","Arredondo and Varona 1974","ARREDONDO_VARONA","1974","no"
"2907","Cubacyon_transversidens","Arredondo and Varona 1974","Cubacyon_transversidens","species","Arredondo and Varona 1974","ARREDONDO_VARONA","1974","no"
"2908","Dysodus","Cope 1879","Dysodus","genus","Cope 1879","COPE","1879","no"
"2909","Dysodus_pravus","Cope 1879","Dysodus_pravus","species","Cope 1879","COPE","1879","no"
"2910","Cynotherium","Studiati 1857","Cynotherium","genus","Studiati 1857","STUDIATI","1857","no"
"2911","Cynotherium_malatestai","Madurell-Malapeira et al. 2015","Cynotherium_malatestai","species","Madurell-Malapeira et al. 2015","MADURELL-MALAPEIRA_ET-AL","2015","no"
"2912","Cynotherium_sardous","Studiati 1857","Cynotherium_sardous","species","Studiati 1857","STUDIATI","1857","no"
"2913","Lupulella","Hilzheimer 1906","Lupulella","genus","Hilzheimer 1906","HILZHEIMER","1906","no"
"2914","Lupulella_mohibi","Geraads 2011","Lupulella_mohibi","species","Geraads 2011","GERAADS","2011","no"
"2915","Lupulella_paralius","Geraads 2011","Lupulella_paralius","species","Geraads 2011","GERAADS","2011","no"
"2916","Lupulella_mesomelas","(Schreber 1775)","Lupulella_mesomelas","species","(Schreber 1775)","SCHREBER","1775","yes"
"2917","Vulpes","(Frisch 1775)","Vulpes","genus","(Frisch 1775)","FRISCH","1775","yes"
"2918","Vulpes_montana","Pearson 1836","Vulpes_montana","species","Pearson 1836","PEARSON","1836","no"
"2919","Vulpes_mathisoni","Geraads et al. 2015","Vulpes_mathisoni","species","Geraads et al. 2015","GERAADS_ET-AL","2015","no"
"2920","Vulpes_corsac","Linnaeus 1768","Vulpes_corsac","species","Linnaeus 1768","LINNAEUS","1768","no"
"2921","Fennecus","Desmarest 1804","Vulpes","genus","(Frisch 1775)","FRISCH","1775","yes"
"2922","Fennecus_caama","(Smith 1839)","Fennecus_caama","species","(Smith 1839)","SMITH","1839","yes"
"2923","Fennecus_pallidus","(Merriam 1867)","Fennecus_pallidus","species","(Merriam 1867)","MERRIAM","1867","yes"
"2924","Fennecus_zerda","(Zimmermann 1780)","Fennecus_zerda","species","(Zimmermann 1780)","ZIMMERMANN","1780","yes"
"2925","Fennecus_zaarensis","Skjoldebrand 1777","Fennecus_zaarensis","species","Skjoldebrand 1777","SKJOLDEBRAND","1777","no"
"2926","Vulpes_praeglacialis","(Kormos 1932)","Vulpes_praeglacialis","species","(Kormos 1932)","KORMOS","1932","yes"
"2927","Vulpes_marinosi","Sickenberg 1971","Vulpes_praeglacialis","species","(Kormos 1932)","KORMOS","1932","yes"
"2928","Vulpes_riffautae","de Bonis et al. 2007","Vulpes_riffautae","species","de Bonis et al. 2007","DE-BONIS_ET-AL","2007","no"
"2929","Vulpes_flavescens","Gray 1843","Vulpes_flavescens","species","Gray 1843","GRAY","1843","no"
"2930","Vulpes_odessana","Odintzov 1967","Vulpes_odessana","species","Odintzov 1967","ODINTZOV","1967","no"
"2931","Vulpes_skinneri","Hartstone-Rose et al. 2013","Vulpes_skinneri","species","Hartstone-Rose et al. 2013","HARTSTONE-ROSE_ET-AL","2013","no"
"2932","Vulpes_bengalensis","Shaw 1800","Vulpes_bengalensis","species","Shaw 1800","SHAW","1800","no"
"2933","Megalotis","Smith 1839","Vulpes","genus","(Frisch 1775)","FRISCH","1775","yes"
"2934","Vulpes_alopecoides","Forsyth Major 1877","Vulpes_alopecoides","species","Forsyth Major 1877","FORSYTH-MAJOR","1877","no"
"2935","Vulpes_beihaiensis","Qiu and Tedford 1990","Vulpes_beihaiensis","species","Qiu and Tedford 1990","QIU_TEDFORD","1990","no"
"2936","Vulpes_praecorsac","Kormos 1932","Vulpes_praecorsac","species","Kormos 1932","KORMOS","1932","no"
"2937","Vulpes_vulgaris","Oken 1816","Vulpes_vulgaris","species","Oken 1816","OKEN","1816","no"
"2938","Vulpes_cana","(Blanford 1877)","Vulpes_cana","species","(Blanford 1877)","BLANFORD","1877","yes"
"2939","Vulpes_kernensis","Tedford et al. 2009","Vulpes_kernensis","species","Tedford et al. 2009","TEDFORD_ET-AL","2009","no"
"2940","Xenalopex","Kretzoi 1954","Vulpes","genus","(Frisch 1775)","FRISCH","1775","yes"
"2941","Alopex","(Kaup 1829)","Vulpes","genus","(Frisch 1775)","FRISCH","1775","yes"
"2942","Alopex_praeglacialis","Kormos 1932","Alopex_praeglacialis","species","Kormos 1932","KORMOS","1932","no"
"2943","Vulpes_pallida","Cretzschmar 1826","Vulpes_pallida","species","Cretzschmar 1826","CRETZSCHMAR","1826","no"
"2944","Vulpes_pusilla","Blyth 1854","Vulpes_pusilla","species","Blyth 1854","BLYTH","1854","no"
"2945","Leucocyon","Woldrich 1868","Vulpes","genus","(Frisch 1775)","FRISCH","1775","yes"
"2946","Vulpes_galaticus","Ginsburg 1998","Vulpes_galaticus","species","Ginsburg 1998","GINSBURG","1998","no"
"2947","Vulpes_chikushanensis","Young 1930","Vulpes_chikushanensis","species","Young 1930","YOUNG","1930","no"
"2948","Cynalopex","Smith 1839","Vulpes","genus","(Frisch 1775)","FRISCH","1775","yes"
"2949","Vulpes_velox","(Say 1823)","Vulpes_velox","species","(Say 1823)","SAY","1823","yes"
"2950","Vulpes_ferrilata","Hodgson 1842","Vulpes_ferrilata","species","Hodgson 1842","HODGSON","1842","no"
"2951","Vulpes_macrotis","Merriam 1888","Vulpes_macrotis","species","Merriam 1888","MERRIAM","1888","no"
"2952","Vulpes_sinensis","Schlosser 1903","Vulpes_sinensis","species","Schlosser 1903","SCHLOSSER","1903","no"
"2953","Vulpes_stenognathus","Savage 1941","Vulpes_stenognathus","species","Savage 1941","SAVAGE","1941","no"
"2954","Vulpes_niloticus","Geoffroy Saint-Hilaire 1803","Vulpes_niloticus","species","Geoffroy Saint-Hilaire 1803","GEOFFROY-SAINT-HILAIRE","1803","no"
"2955","Vulpes_karagan","Erxleben 1777","Vulpes_karagan","species","Erxleben 1777","ERXLEBEN","1777","no"
"2956","Vulpes_hassani","Geraads 2011","Vulpes_hassani","species","Geraads 2011","GERAADS","2011","no"
"2957","Vulpes_rooki","Bartolini Lucenti 2021","Vulpes_rooki","species","Bartolini Lucenti 2021","BARTOLINI-LUCENTI","2021","no"
"2958","Vulpes_zerda","(Zimmermann 1780)","Vulpes_zerda","species","(Zimmermann 1780)","ZIMMERMANN","1780","yes"
"2959","Vulpes_chama","(Smith 1833)","Vulpes_chama","species","(Smith 1833)","SMITH","1833","yes"
"2960","Vulpes_lagopus","(Linnaeus 1758)","Vulpes_lagopus","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"2961","Vulpes_angustidens","Thenius 1954","Vulpes_angustidens","species","Thenius 1954","THENIUS","1954","no"
"2962","Vulpes_rueppellii","(Schinz 1825)","Vulpes_rueppellii","species","(Schinz 1825)","SCHINZ","1825","yes"
"2963","Vulpes_pensylvanicus","Boddaert 1784","Vulpes_pensylvanicus","species","Boddaert 1784","BODDAERT","1784","no"
"2964","Vulpes_griffithi","Blyth 1854","Vulpes_griffithi","species","Blyth 1854","BLYTH","1854","no"
"2965","Vulpes_japonica","Ognev 1823","Vulpes_japonica","species","Ognev 1823","OGNEV","1823","no"
"2966","Vulpes_vulpes","(Linnaeus 1758)","Vulpes_vulpes","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"2967","Canis_vulpes_montana","Pearson 1835","Vulpes_vulpes","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"2968","Canis_alopex","(Linnaeus 1758)","Vulpes_vulpes","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"2969","Vulpes_vulpes_macroura","(Baird 1852)","Vulpes_vulpes_macroura","subspecies","(Baird 1852)","BAIRD","1852","yes"
"2970","Vulpes_fulva","Desmarest 1829","Vulpes_vulpes","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"2971","Vulpes_palmaria","Hay 1917","Vulpes_vulpes","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"2972","Vulpes_vulpes_cascadensis","(Merriam 1900)","Vulpes_vulpes","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"2973","Mamvulpesus","Herrera 1899","Vulpes","genus","(Frisch 1775)","FRISCH","1775","yes"
"2974","Vulpis","Gray 1821","Vulpes","genus","(Frisch 1775)","FRISCH","1775","yes"
"2975","Lupus","","Lupus","genus","","",NA,"no"
"2976","Palaeocyon","Lund 1843","Palaeocyon","genus","Lund 1843","LUND","1843","no"
"2977","Hydrocyon","Lartet 1851","Hydrocyon","genus","Lartet 1851","LARTET","1851","no"
"2978","Borophaginae","Simpson 1945","Borophaginae","subfamily","Simpson 1945","SIMPSON","1945","no"
"2979","Rhizocyon","Wang et al. 1999","Rhizocyon","genus","Wang et al. 1999","WANG_ET-AL","1999","no"
"2980","Rhizocyon_oregonensis","(Merriam 1906)","Rhizocyon_oregonensis","species","(Merriam 1906)","MERRIAM","1906","yes"
"2981","Borophagini","Simpson 1945","Borophagini","tribe","Simpson 1945","SIMPSON","1945","no"
"2982","Borophagina","Wang et al. 1999","Borophagina","subtribe","Wang et al. 1999","WANG_ET-AL","1999","no"
"2983","Carpocyon","Webb 1969","Carpocyon","genus","Webb 1969","WEBB","1969","no"
"2984","Carpocyon_webbi","Wang et al. 1999","Carpocyon_webbi","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"2985","Carpocyon_limosus","Webb 1969","Carpocyon_limosus","species","Webb 1969","WEBB","1969","no"
"2986","Carpocyon_compressus","(Cope 1890)","Carpocyon_compressus","species","(Cope 1890)","COPE","1890","yes"
"2987","Cynodesmus_cuspidatus","(Thorpe 1922)","Carpocyon_compressus","species","(Cope 1890)","COPE","1890","yes"
"2988","Carpocyon_robustus","(Green 1948)","Carpocyon_robustus","species","(Green 1948)","GREEN","1948","yes"
"2989","Epicyon","(Leidy 1858)","Epicyon","genus","(Leidy 1858)","LEIDY","1858","yes"
"2990","Epicyon_aelurodontoides","Wang et al. 1999","Epicyon_aelurodontoides","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"2991","Epicyon_haydeni","(Leidy 1858)","Epicyon_haydeni","species","(Leidy 1858)","LEIDY","1858","yes"
"2992","Aelurodon_haydeni_validus","Matthew and Cook 1909","Aelurodon_haydeni_validus","subspecies","Matthew and Cook 1909","MATTHEW_COOK","1909","no"
"2993","Aelurodon_aphobus","(Merriam 1919)","Epicyon_haydeni","species","(Leidy 1858)","LEIDY","1858","yes"
"2994","Tephrocyon_mortifer","(Cook 1914)","Epicyon_haydeni","species","(Leidy 1858)","LEIDY","1858","yes"
"2995","Osteoborus_ricardoensis","(Stirton and VanderHoof 1933)","Epicyon_haydeni","species","(Leidy 1858)","LEIDY","1858","yes"
"2996","Osteoborus_validus","(Stirton and Vanderhoof 1933)","Epicyon_haydeni","species","(Leidy 1858)","LEIDY","1858","yes"
"2997","Epicyon_saevus","(Leidy 1858)","Epicyon_saevus","species","(Leidy 1858)","LEIDY","1858","yes"
"2998","Aelurodon_saevus_secundus","Matthew and Cook 1909","Aelurodon_saevus_secundus","subspecies","Matthew and Cook 1909","MATTHEW_COOK","1909","no"
"2999","Aelurodon_inflatus","(VanderHoof and Gregory 1940)","Epicyon_saevus","species","(Leidy 1858)","LEIDY","1858","yes"
"3000","Protepicyon","Wang et al. 1999","Protepicyon","genus","Wang et al. 1999","WANG_ET-AL","1999","no"
"3001","Protepicyon_raki","Wang et al. 1999","Protepicyon_raki","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3002","Paratomarctus","Wang et al. 1999","Paratomarctus","genus","Wang et al. 1999","WANG_ET-AL","1999","no"
"3003","Paratomarctus_euthos","(McGrew 1935)","Paratomarctus_euthos","species","(McGrew 1935)","MCGREW","1935","yes"
"3004","Paratomarctus_temerarius","(Leidy 1858)","Paratomarctus_temerarius","species","(Leidy 1858)","LEIDY","1858","yes"
"3005","Canis_anceps","Scott 1893","Paratomarctus_temerarius","species","(Leidy 1858)","LEIDY","1858","yes"
"3006","Aelurodontina","Wang et al. 1999","Aelurodontina","subtribe","Wang et al. 1999","WANG_ET-AL","1999","no"
"3007","Tomarctus","Cope 1873","Tomarctus","genus","Cope 1873","COPE","1873","no"
"3008","Tomarctus_brevirostris","Cope 1873","Tomarctus_brevirostris","species","Cope 1873","COPE","1873","no"
"3009","Aelurodon_simulans","Hay 1924","Tomarctus_brevirostris","species","Cope 1873","COPE","1873","no"
"3010","Aelurodon_francisi","Hay 1924","Tomarctus_brevirostris","species","Cope 1873","COPE","1873","no"
"3011","Tomarctus_hippophaga","(Matthew and Cook 1909)","Tomarctus_hippophaga","species","(Matthew and Cook 1909)","MATTHEW_COOK","1909","yes"
"3012","Aelurodon","Leidy 1858","Aelurodon","genus","Leidy 1858","LEIDY","1858","no"
"3013","Aelurodon_stirtoni","(Wang et al. 1999)","Aelurodon_stirtoni","species","(Wang et al. 1999)","WANG_ET-AL","1999","yes"
"3014","Prohyaena","Schlosser 1890","Aelurodon","genus","Leidy 1858","LEIDY","1858","no"
"3015","Aelurodon_mcgrewi","Wang et al. 1999","Aelurodon_mcgrewi","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3016","Aelurodon_taxoides","Hatcher 1894","Aelurodon_taxoides","species","Hatcher 1894","HATCHER","1894","no"
"3017","Tomarctus_propter","Cook and Macdonald 1962","Aelurodon_taxoides","species","Hatcher 1894","HATCHER","1894","no"
"3018","Euoplocyon_magnus","Matthew 1924","Aelurodon_taxoides","species","Hatcher 1894","HATCHER","1894","no"
"3019","Aelurodon_asthenostylus","Wang et al. 1999","Aelurodon_asthenostylus","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3020","Aelurodon_montanensis","Wang et al. 2004","Aelurodon_montanensis","species","Wang et al. 2004","WANG_ET-AL","2004","no"
"3021","Strobodon","Webb 1969","Aelurodon","genus","Leidy 1858","LEIDY","1858","no"
"3022","Aelurodon_ferox","Leidy 1858","Aelurodon_ferox","species","Leidy 1858","LEIDY","1858","no"
"3023","Canis_wheelerianus","(Cope 1877)","Aelurodon_ferox","species","Leidy 1858","LEIDY","1858","no"
"3024","Tephrocyon_marshi","(Thorpe 1922)","Aelurodon_ferox","species","Leidy 1858","LEIDY","1858","no"
"3025","Aelurodon_platyrhinus","Barbour and Cook 1917","Aelurodon_ferox","species","Leidy 1858","LEIDY","1858","no"
"3026","Cynarctina","Wang et al. 1999","Cynarctina","subtribe","Wang et al. 1999","WANG_ET-AL","1999","no"
"3027","Euoplocyon","Matthew 1924","Euoplocyon","genus","Matthew 1924","MATTHEW","1924","no"
"3028","Euoplocyon_brachygnathus","(Douglass 1903)","Euoplocyon_brachygnathus","species","(Douglass 1903)","DOUGLASS","1903","yes"
"3029","Euoplocyon_praedator","Matthew 1924","Euoplocyon_brachygnathus","species","(Douglass 1903)","DOUGLASS","1903","yes"
"3030","Euoplocyon_spissidens","(White 1947)","Euoplocyon_spissidens","species","(White 1947)","WHITE","1947","yes"
"3031","Psalidocyon","Wang et al. 1999","Psalidocyon","genus","Wang et al. 1999","WANG_ET-AL","1999","no"
"3032","Psalidocyon_marianae","Wang et al. 1999","Psalidocyon_marianae","species","Wang et al. 1999","WANG_ET-AL","1999","no"
"3033","Protomarctus","Wang et al. 1999","Protomarctus","genus","Wang et al. 1999","WANG_ET-AL","1999","no"
"3034","Protomarctus_optatus","(Matthew 1924)","Protomarctus_optatus","species","(Matthew 1924)","MATTHEW","1924","yes"
"3035","Metatomarctus","Wang et al. 1999","Metatomarctus","genus","Wang et al. 1999","WANG_ET-AL","1999","no"
"3036","Metatomarctus_canavus","(Simpson 1932)","Metatomarctus_canavus","species","(Simpson 1932)","SIMPSON","1932","yes"
"3037","Tomarctus_thomasi","White 1941","Metatomarctus_canavus","species","(Simpson 1932)","SIMPSON","1932","yes"
"3038","Nothocyon_insularis","White 1942","Metatomarctus_canavus","species","(Simpson 1932)","SIMPSON","1932","yes"
"3039","Tephrocyon","Merriam 1906","Tephrocyon","genus","Merriam 1906","MERRIAM","1906","no"
"3040","Tephrocyon_rurestris","(Condon 1896)","Tephrocyon_rurestris","species","(Condon 1896)","CONDON","1896","yes"
"3041","Microtomarctus","Wang et al. 1999","Microtomarctus","genus","Wang et al. 1999","WANG_ET-AL","1999","no"
"3042","Microtomarctus_conferta","(Matthew 1918)","Microtomarctus_conferta","species","(Matthew 1918)","MATTHEW","1918","yes"
