"","flags","taxon_rank","taxon_name","taxon_attr","difference","accepted_rank","accepted_name","parent_name","immpar_name","phylum","class","order","family","genus","pbdb_taxon_author_parentheses","pbdb_taxon_author_name","pbdb_taxon_author_year","pbdb_accepted_author_parentheses","pbdb_accepted_author_name","pbdb_accepted_author_year"
"120","","species","Euoplocyon brachygnathus","(Douglass 1903)","","species","Euoplocyon brachygnathus","Euoplocyon","","Chordata","Mammalia","Carnivora","Canidae","Euoplocyon",TRUE,"DOUGLASS","1903",TRUE,"DOUGLASS","1903"
"121","","species","Euoplocyon praedator","Matthew 1924","subjective synonym of","species","Euoplocyon brachygnathus","Euoplocyon","","Chordata","Mammalia","Carnivora","Canidae","Euoplocyon",FALSE,"MATTHEW","1924",TRUE,"DOUGLASS","1903"
"122","V","species","Aelurocyon spissidens","(White 1947)","recombined as","species","Euoplocyon spissidens","Euoplocyon","","Chordata","Mammalia","Carnivora","Canidae","Euoplocyon",TRUE,"WHITE","1947",TRUE,"WHITE","1947"
"123","V","species","Enhydrocyon spissidens","(White 1947)","recombined as","species","Euoplocyon spissidens","Euoplocyon","","Chordata","Mammalia","Carnivora","Canidae","Euoplocyon",TRUE,"WHITE","1947",TRUE,"WHITE","1947"
"124","","species","Euoplocyon spissidens","(White 1947)","","species","Euoplocyon spissidens","Euoplocyon","","Chordata","Mammalia","Carnivora","Canidae","Euoplocyon",TRUE,"WHITE","1947",TRUE,"WHITE","1947"
"125","","species","Aelurodon mcgrewi","Wang et al. 1999","","species","Aelurodon mcgrewi","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"126","","species","Aelurodon asthenostylus","Wang et al. 1999","","species","Aelurodon asthenostylus","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"127","","species","Aelurodon stirtoni","(Wang et al. 1999)","","species","Aelurodon stirtoni","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",TRUE,"WANG_ET-AL","1999",TRUE,"WANG_ET-AL","1999"
"128","V","species","Strobodon stirtoni","(Wang et al. 1999)","recombined as","species","Aelurodon stirtoni","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",TRUE,"WANG_ET-AL","1999",TRUE,"WANG_ET-AL","1999"
"129","","species","Aelurodon ferox","Leidy 1858","","species","Aelurodon ferox","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",FALSE,"LEIDY","1858",FALSE,"LEIDY","1858"
"130","V","species","Aelurodon marshi","(Thorpe 1922)","subjective synonym of","species","Aelurodon ferox","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",TRUE,"THORPE","1922",FALSE,"LEIDY","1858"
"131","","species","Tephrocyon marshi","(Thorpe 1922)","subjective synonym of","species","Aelurodon ferox","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",TRUE,"THORPE","1922",FALSE,"LEIDY","1858"
"132","","species","Aelurodon platyrhinus","Barbour and Cook 1917","subjective synonym of","species","Aelurodon ferox","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",FALSE,"BARBOUR_COOK","1917",FALSE,"LEIDY","1858"
"133","V","species","Aelurodon wheelerianus","(Cope 1877)","subjective synonym of","species","Aelurodon ferox","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",TRUE,"COPE","1877",FALSE,"LEIDY","1858"
"134","","species","Canis wheelerianus","(Cope 1877)","subjective synonym of","species","Aelurodon ferox","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",TRUE,"COPE","1877",FALSE,"LEIDY","1858"
"135","V","species","Prohyaena wheelerianus","(Cope 1877)","subjective synonym of","species","Aelurodon ferox","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",TRUE,"COPE","1877",FALSE,"LEIDY","1858"
"136","","species","Aelurodon montanensis","Wang et al. 2004","","species","Aelurodon montanensis","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",FALSE,"WANG_ET-AL","2004",FALSE,"WANG_ET-AL","2004"
"137","","species","Aelurodon taxoides","Hatcher 1894","","species","Aelurodon taxoides","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",FALSE,"HATCHER","1894",FALSE,"HATCHER","1894"
"138","","species","Euoplocyon magnus","Matthew 1924","subjective synonym of","species","Aelurodon taxoides","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",FALSE,"MATTHEW","1924",FALSE,"HATCHER","1894"
"139","","species","Tomarctus propter","Cook and Macdonald 1962","subjective synonym of","species","Aelurodon taxoides","Aelurodon","","Chordata","Mammalia","Carnivora","Canidae","Aelurodon",FALSE,"COOK_MACDONALD","1962",FALSE,"HATCHER","1894"
"140","V","species","Tephrocyon hippophagus","(Matthew and Cook 1909)","recombined as","species","Tomarctus hippophaga","Tomarctus","","Chordata","Mammalia","Carnivora","Canidae","Tomarctus",TRUE,"MATTHEW_COOK","1909",TRUE,"MATTHEW_COOK","1909"
"141","","species","Tomarctus hippophaga","(Matthew and Cook 1909)","","species","Tomarctus hippophaga","Tomarctus","","Chordata","Mammalia","Carnivora","Canidae","Tomarctus",TRUE,"MATTHEW_COOK","1909",TRUE,"MATTHEW_COOK","1909"
"142","","species","Tomarctus brevirostris","Cope 1873","","species","Tomarctus brevirostris","Tomarctus","","Chordata","Mammalia","Carnivora","Canidae","Tomarctus",FALSE,"COPE","1873",FALSE,"COPE","1873"
"143","","species","Aelurodon francisi","Hay 1924","subjective synonym of","species","Tomarctus brevirostris","Tomarctus","","Chordata","Mammalia","Carnivora","Canidae","Tomarctus",FALSE,"HAY","1924",FALSE,"COPE","1873"
"144","","species","Aelurodon simulans","Hay 1924","subjective synonym of","species","Tomarctus brevirostris","Tomarctus","","Chordata","Mammalia","Carnivora","Canidae","Tomarctus",FALSE,"HAY","1924",FALSE,"COPE","1873"
"145","V","species","Cynodesmus euthos","(McGrew 1935)","recombined as","species","Paratomarctus euthos","Paratomarctus","","Chordata","Mammalia","Carnivora","Canidae","Paratomarctus",TRUE,"MCGREW","1935",TRUE,"MCGREW","1935"
"146","","species","Paratomarctus euthos","(McGrew 1935)","","species","Paratomarctus euthos","Paratomarctus","","Chordata","Mammalia","Carnivora","Canidae","Paratomarctus",TRUE,"MCGREW","1935",TRUE,"MCGREW","1935"
"147","V","species","Tomarctus euthos","(McGrew 1935)","recombined as","species","Paratomarctus euthos","Paratomarctus","","Chordata","Mammalia","Carnivora","Canidae","Paratomarctus",TRUE,"MCGREW","1935",TRUE,"MCGREW","1935"
"148","V","species","Canis temerarius","(Leidy 1858)","recombined as","species","Paratomarctus temerarius","Paratomarctus","","Chordata","Mammalia","Carnivora","Canidae","Paratomarctus",TRUE,"LEIDY","1858",TRUE,"LEIDY","1858"
"149","","species","Paratomarctus temerarius","(Leidy 1858)","","species","Paratomarctus temerarius","Paratomarctus","","Chordata","Mammalia","Carnivora","Canidae","Paratomarctus",TRUE,"LEIDY","1858",TRUE,"LEIDY","1858"
"150","V","species","Tephrocyon temerarius","(Leidy 1858)","recombined as","species","Paratomarctus temerarius","Paratomarctus","","Chordata","Mammalia","Carnivora","Canidae","Paratomarctus",TRUE,"LEIDY","1858",TRUE,"LEIDY","1858"
"151","V","species","Tomarctus temerarius","(Leidy 1858)","recombined as","species","Paratomarctus temerarius","Paratomarctus","","Chordata","Mammalia","Carnivora","Canidae","Paratomarctus",TRUE,"LEIDY","1858",TRUE,"LEIDY","1858"
"152","","species","Canis anceps","Scott 1893","subjective synonym of","species","Paratomarctus temerarius","Paratomarctus","","Chordata","Mammalia","Carnivora","Canidae","Paratomarctus",FALSE,"SCOTT","1893",TRUE,"LEIDY","1858"
"153","","species","Protepicyon raki","Wang et al. 1999","","species","Protepicyon raki","Protepicyon","","Chordata","Mammalia","Carnivora","Canidae","Protepicyon",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"154","V","species","Aelurodon compressus","(Cope 1890)","recombined as","species","Carpocyon compressus","Carpocyon","","Chordata","Mammalia","Carnivora","Canidae","Carpocyon",TRUE,"COPE","1890",TRUE,"COPE","1890"
"155","","species","Carpocyon compressus","(Cope 1890)","","species","Carpocyon compressus","Carpocyon","","Chordata","Mammalia","Carnivora","Canidae","Carpocyon",TRUE,"COPE","1890",TRUE,"COPE","1890"
"156","V","species","Tomarctus compressus","(Cope 1890)","recombined as","species","Carpocyon compressus","Carpocyon","","Chordata","Mammalia","Carnivora","Canidae","Carpocyon",TRUE,"COPE","1890",TRUE,"COPE","1890"
"157","V","species","Carpocyon cuspidatus","(Thorpe 1922)","subjective synonym of","species","Carpocyon compressus","Carpocyon","","Chordata","Mammalia","Carnivora","Canidae","Carpocyon",TRUE,"THORPE","1922",TRUE,"COPE","1890"
"158","","species","Cynodesmus cuspidatus","(Thorpe 1922)","subjective synonym of","species","Carpocyon compressus","Carpocyon","","Chordata","Mammalia","Carnivora","Canidae","Carpocyon",TRUE,"THORPE","1922",TRUE,"COPE","1890"
"159","V","species","Tomarctus cuspidatus","(Thorpe 1922)","subjective synonym of","species","Carpocyon compressus","Carpocyon","","Chordata","Mammalia","Carnivora","Canidae","Carpocyon",TRUE,"THORPE","1922",TRUE,"COPE","1890"
"160","","species","Carpocyon robustus","(Green 1948)","","species","Carpocyon robustus","Carpocyon","","Chordata","Mammalia","Carnivora","Canidae","Carpocyon",TRUE,"GREEN","1948",TRUE,"GREEN","1948"
"161","V","species","Tomarctus robustus","(Green 1948)","recombined as","species","Carpocyon robustus","Carpocyon","","Chordata","Mammalia","Carnivora","Canidae","Carpocyon",TRUE,"GREEN","1948",TRUE,"GREEN","1948"
"162","","species","Carpocyon webbi","Wang et al. 1999","","species","Carpocyon webbi","Carpocyon","","Chordata","Mammalia","Carnivora","Canidae","Carpocyon",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"163","","species","Carpocyon limosus","Webb 1969","","species","Carpocyon limosus","Carpocyon","","Chordata","Mammalia","Carnivora","Canidae","Carpocyon",FALSE,"WEBB","1969",FALSE,"WEBB","1969"
"164","","species","Epicyon aelurodontoides","Wang et al. 1999","","species","Epicyon aelurodontoides","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"165","V","species","Aelurodon haydeni","(Leidy 1858)","recombined as","species","Epicyon haydeni","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"LEIDY","1858",TRUE,"LEIDY","1858"
"166","V","species","Canis (Epicyon) haydeni","(Leidy 1858)","recombined as","species","Epicyon haydeni","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"LEIDY","1858",TRUE,"LEIDY","1858"
"167","","species","Epicyon haydeni","(Leidy 1858)","","species","Epicyon haydeni","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"LEIDY","1858",TRUE,"LEIDY","1858"
"168","V","species","Canis haydeni","(Leidy 1858)","recombined as","species","Epicyon haydeni","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"LEIDY","1858",TRUE,"LEIDY","1858"
"169","V","species","Aelurodon ricardoensis","(Stirton and VanderHoof 1933)","subjective synonym of","species","Epicyon haydeni","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"STIRTON_VANDERHOOF","1933",TRUE,"LEIDY","1858"
"170","","species","Osteoborus ricardoensis","(Stirton and VanderHoof 1933)","subjective synonym of","species","Epicyon haydeni","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"STIRTON_VANDERHOOF","1933",TRUE,"LEIDY","1858"
"171","","species","Aelurodon aphobus","(Merriam 1919)","subjective synonym of","species","Epicyon haydeni","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"MERRIAM","1919",TRUE,"LEIDY","1858"
"172","V","species","Epicyon aphobus","(Merriam 1919)","subjective synonym of","species","Epicyon haydeni","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"MERRIAM","1919",TRUE,"LEIDY","1858"
"173","V","species","Aelurodon mortifer","(Cook 1914)","subjective synonym of","species","Epicyon haydeni","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"COOK","1914",TRUE,"LEIDY","1858"
"174","V","species","Epicyon mortifer","(Cook 1914)","subjective synonym of","species","Epicyon haydeni","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"COOK","1914",TRUE,"LEIDY","1858"
"175","","species","Tephrocyon mortifer","(Cook 1914)","subjective synonym of","species","Epicyon haydeni","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"COOK","1914",TRUE,"LEIDY","1858"
"176","V","species","Aelurodon validus","(Stirton and Vanderhoof 1933)","subjective synonym of","species","Epicyon haydeni","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"STIRTON_VANDERHOOF","1933",TRUE,"LEIDY","1858"
"177","V","species","Epicyon validus","(Stirton and Vanderhoof 1933)","subjective synonym of","species","Epicyon haydeni","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"STIRTON_VANDERHOOF","1933",TRUE,"LEIDY","1858"
"178","","species","Osteoborus validus","(Stirton and Vanderhoof 1933)","subjective synonym of","species","Epicyon haydeni","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"STIRTON_VANDERHOOF","1933",TRUE,"LEIDY","1858"
"179","V","species","Aelurodon saevus","(Leidy 1858)","recombined as","species","Epicyon saevus","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"LEIDY","1858",TRUE,"LEIDY","1858"
"180","V","species","Canis saevus","(Leidy 1858)","recombined as","species","Epicyon saevus","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"LEIDY","1858",TRUE,"LEIDY","1858"
"181","","species","Epicyon saevus","(Leidy 1858)","","species","Epicyon saevus","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"LEIDY","1858",TRUE,"LEIDY","1858"
"182","","species","Aelurodon inflatus","(VanderHoof and Gregory 1940)","subjective synonym of","species","Epicyon saevus","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"VANDERHOOF_GREGORY","1940",TRUE,"LEIDY","1858"
"183","V","species","Epicyon inflatus","(VanderHoof and Gregory 1940)","subjective synonym of","species","Epicyon saevus","Epicyon","","Chordata","Mammalia","Carnivora","Canidae","Epicyon",TRUE,"VANDERHOOF_GREGORY","1940",TRUE,"LEIDY","1858"
"184","","species","Cormocyon haydeni","Wang et al. 1999","","species","Cormocyon haydeni","Cormocyon","","Chordata","Mammalia","Carnivora","Canidae","Cormocyon",FALSE,"WANG_ET-AL","1999",FALSE,"WANG_ET-AL","1999"
"185","","species","Cormocyon copei","Wang and Tedford 1992","","species","Cormocyon copei","Cormocyon","","Chordata","Mammalia","Carnivora","Canidae","Cormocyon",FALSE,"WANG_TEDFORD","1992",FALSE,"WANG_TEDFORD","1992"
"186","V","species","Aelurodon meandrinus","(Hatcher 1894)","recombined as","species","Dinocyon (Borophagus) meandrinus","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"HATCHER","1894",TRUE,"HATCHER","1894"
"187","V","species","Dinocyon meandrinus","(Hatcher 1894)","recombined as","species","Dinocyon (Borophagus) meandrinus","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"HATCHER","1894",TRUE,"HATCHER","1894"
"188","V","species","Pliocyon meandrinus","(Hatcher 1894)","recombined as","species","Dinocyon (Borophagus) meandrinus","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"HATCHER","1894",TRUE,"HATCHER","1894"
"189","","species","Dinocyon (Borophagus) meandrinus","(Hatcher 1894)","","species","Dinocyon (Borophagus) meandrinus","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"HATCHER","1894",TRUE,"HATCHER","1894"
"190","","species","Borophagus secundus","(VanderHoof 1931)","","species","Borophagus secundus","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"VANDERHOOF","1931",TRUE,"VANDERHOOF","1931"
"191","V","species","Osteoborus secundus","(VanderHoof 1931)","recombined as","species","Borophagus secundus","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"VANDERHOOF","1931",TRUE,"VANDERHOOF","1931"
"192","V","species","Borophagus cyonoides","(Martin 1928)","subjective synonym of","species","Borophagus secundus","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"MARTIN","1928",TRUE,"VANDERHOOF","1931"
"193","","species","Hyaenognathus cyonoides","(Martin 1928)","subjective synonym of","species","Borophagus secundus","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"MARTIN","1928",TRUE,"VANDERHOOF","1931"
"194","V","species","Osteoborus cyonoides","(Martin 1928)","subjective synonym of","species","Borophagus secundus","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"MARTIN","1928",TRUE,"VANDERHOOF","1931"
"195","V","species","Borophagus direptor","(Matthew 1924)","subjective synonym of","species","Borophagus secundus","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"MATTHEW","1924",TRUE,"VANDERHOOF","1931"
"196","","species","Hyaenognathus direptor","(Matthew 1924)","subjective synonym of","species","Borophagus secundus","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"MATTHEW","1924",TRUE,"VANDERHOOF","1931"
"197","V","species","Osteoborus direptor","(Matthew 1924)","subjective synonym of","species","Borophagus secundus","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"MATTHEW","1924",TRUE,"VANDERHOOF","1931"
"198","","species","Porthocyon matthewi","Freudenberg 1910","","species","Porthocyon matthewi","Borophagus","Porthocyon","Chordata","Mammalia","Carnivora","Canidae","Borophagus",FALSE,"FREUDENBERG","1910",FALSE,"FREUDENBERG","1910"
"199","","species","Borophagus dudleyi","(White 1941)","","species","Borophagus dudleyi","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"WHITE","1941",TRUE,"WHITE","1941"
"200","V","species","Cynogulo dudleyi","(White 1941)","recombined as","species","Borophagus dudleyi","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"WHITE","1941",TRUE,"WHITE","1941"
"201","V","species","Osteoborus dudleyi","(White 1941)","recombined as","species","Borophagus dudleyi","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"WHITE","1941",TRUE,"WHITE","1941"
"202","V","species","Pliogulo dudleyi","(White 1941)","recombined as","species","Borophagus dudleyi","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"WHITE","1941",TRUE,"WHITE","1941"
"203","V","species","Aelurodon pugnator","(Cook 1922)","recombined as","species","Borophagus pugnator","Borophagus","","Chordata","Mammalia","Carnivora","Canidae","Borophagus",TRUE,"COOK","1922",TRUE,"COOK","1922"
