"pbdb_flags","pbdb_taxon_no","pbdb_taxon_rank","pbdb_taxon_name","pbdb_taxon_attr","pbdb_difference","pbdb_accepted_no","pbdb_accepted_rank","pbdb_accepted_name","pbdb_parent_name","pbdb_immpar_name","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_taxon_author_parentheses","pbdb_taxon_author_name","pbdb_taxon_author_year","pbdb_accepted_author_parentheses","pbdb_accepted_author_name","pbdb_accepted_author_year","pbdb_alternative_synonym","pbdb_genus_difference"
NA,47927,"species","Martinogale_alveodens","Hall 1930",NA,47927,"species","Martinogale_alveodens","Martinogale",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Martinogale",FALSE,"Hall","1930",FALSE,"Hall","1930","Martinogale_alveodens",FALSE
NA,438450,"species","Promephitis_alexejewi","Schlosser 1924",NA,438450,"species","Promephitis_alexejewi","Promephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Promephitis",FALSE,"Schlosser","1924",FALSE,"Schlosser","1924","Promephitis_alexejewi",FALSE
NA,399375,"species","Promephitis_majori","Pilgrim 1933",NA,399375,"species","Promephitis_majori","Promephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Promephitis",FALSE,"Pilgrim","1933",FALSE,"Pilgrim","1933","Promephitis_majori",FALSE
NA,438448,"species","Promephitis_larteti","Gaudry 1861",NA,438448,"species","Promephitis_larteti","Promephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Promephitis",FALSE,"Gaudry","1861",FALSE,"Gaudry","1861","Promephitis_larteti",FALSE
NA,438452,"species","Promephitis_hootoni","Senyurek 1954",NA,438452,"species","Promephitis_hootoni","Promephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Promephitis",FALSE,"Senyurek","1954",FALSE,"Senyurek","1954","Promephitis_hootoni",FALSE
NA,438457,"species","Promephitis_qinensis","Wang and Qiu 2004",NA,438457,"species","Promephitis_qinensis","Promephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Promephitis",FALSE,"Wang_Qiu","2004",FALSE,"Wang_Qiu","2004","Promephitis_qinensis",FALSE
NA,438456,"species","Promephitis_parvus","Wang and Qiu 2004",NA,438456,"species","Promephitis_parvus","Promephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Promephitis",FALSE,"Wang_Qiu","2004",FALSE,"Wang_Qiu","2004","Promephitis_parvus",FALSE
NA,438454,"species","Promephitis_brevirostris","Meladze 1967",NA,438454,"species","Promephitis_brevirostris","Promephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Promephitis",FALSE,"Meladze","1967",FALSE,"Meladze","1967","Promephitis_brevirostris",FALSE
NA,438453,"species","Promephitis_pristinidens","Petter 1963",NA,438453,"species","Promephitis_pristinidens","Promephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Promephitis",FALSE,"Petter","1963",FALSE,"Petter","1963","Promephitis_pristinidens",FALSE
NA,438451,"species","Promephitis_malustenensis","Simionescu 1930",NA,438451,"species","Promephitis_malustenensis","Promephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Promephitis",FALSE,"Simionescu","1930",FALSE,"Simionescu","1930","Promephitis_malustenensis",FALSE
NA,438449,"species","Promephitis_maeotica","Alexejew 1916",NA,438449,"species","Promephitis_maeotica","Promephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Promephitis",FALSE,"Alexejew","1916",FALSE,"Alexejew","1916","Promephitis_maeotica",FALSE
NA,438455,"species","Promephitis_maxima","He and Huang 1991",NA,438455,"species","Promephitis_maxima","Promephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Promephitis",FALSE,"He_Huang","1991",FALSE,"He_Huang","1991","Promephitis_maxima",FALSE
NA,44657,"species","Brachyopsigale_dubius","Hibbard 1954",NA,44657,"species","Brachyopsigale_dubius","Brachyopsigale",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Brachyopsigale",FALSE,"Hibbard","1954",FALSE,"Hibbard","1954","Brachyopsigale_dubius",FALSE
NA,50519,"species","Pliogale_manka","Green 1956",NA,50519,"species","Pliogale_manka","Pliogale",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Pliogale",FALSE,"Green","1956",FALSE,"Green","1956","Pliogale_manka",FALSE
"V",48851,"species","Mustela_furlongi","(Merriam 1911)","recombined as",48851,"species","Pliogale_furlongi","Pliogale",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Pliogale",TRUE,"Merriam","1911",TRUE,"Merriam","1911","Pliogale_furlongi",FALSE
NA,50518,"species","Pliogale_furlongi","(Merriam 1911)",NA,48851,"species","Pliogale_furlongi","Pliogale",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Pliogale",TRUE,"Merriam","1911",TRUE,"Merriam","1911","Pliogale_furlongi",FALSE
NA,48152,"species","Mephitis_rexroadensis","Hibbard 1952",NA,48152,"species","Mephitis_rexroadensis","Mephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",FALSE,"Hibbard","1952",FALSE,"Hibbard","1952","Mephitis_rexroadensis",FALSE
NA,395698,"species","Mephitis_orthrostica","Cope 1896",NA,395698,"species","Mephitis_orthrostica","Mephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",FALSE,"Cope","1896",FALSE,"Cope","1896","Mephitis_orthrostica",FALSE
NA,48139,"species","Mephitis_macroura","Lichtenstein 1832",NA,48139,"species","Mephitis_macroura","Mephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",FALSE,"Lichtenstein","1832",FALSE,"Lichtenstein","1832","Mephitis_macroura",FALSE
NA,48141,"species","Mephitis_mephitis","(Schreber 1776)",NA,52656,"species","Mephitis_mephitis","Mephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",TRUE,"Schreber","1776",TRUE,"Schreber","1776","Mephitis_mephitis",FALSE
"V",52656,"species","Viverra_mephitis","(Schreber 1776)","recombined as",52656,"species","Mephitis_mephitis","Mephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",TRUE,"Schreber","1776",TRUE,"Schreber","1776","Mephitis_mephitis",FALSE
NA,48135,"species","Mephitis_frontata","Coues 1875","subjective synonym of",52656,"species","Mephitis_mephitis","Mephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",FALSE,"Coues","1875",TRUE,"Schreber","1776","Mephitis_mephitis",FALSE
NA,48149,"species","Mephitis_putida","(Cuvier 1798)","subjective synonym of",52656,"species","Mephitis_mephitis","Mephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",TRUE,"Cuvier","1798",TRUE,"Schreber","1776","Mephitis_mephitis",FALSE
"V",206176,"species","Mustela_putida","(Cuvier 1798)","subjective synonym of",52656,"species","Mephitis_mephitis","Mephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",TRUE,"Cuvier","1798",TRUE,"Schreber","1776","Mephitis_mephitis",FALSE
NA,48146,"species","Mephitis_occidentalis","Baird 1858","subjective synonym of",52656,"species","Mephitis_mephitis","Mephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",FALSE,"Baird","1858",TRUE,"Schreber","1776","Mephitis_mephitis",FALSE
NA,48143,"species","Mephitis_mesomelas","Lichtenstein 1832","subjective synonym of",52656,"species","Mephitis_mephitis","Mephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",FALSE,"Lichtenstein","1832",TRUE,"Schreber","1776","Mephitis_mephitis",FALSE
"V",48144,"species","Mephitis_nigra","(Peale and Palisot de Beauvois 1786)","subjective synonym of",52656,"species","Mephitis_mephitis","Mephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",TRUE,"Peale_Palisot-De-Beauvois","1786",TRUE,"Schreber","1776","Mephitis_mephitis",FALSE
NA,52657,"species","Viverra_nigra","(Peale and Palisot de Beauvois 1786)","subjective synonym of",52656,"species","Mephitis_mephitis","Mephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",TRUE,"Peale_Palisot-De-Beauvois","1786",TRUE,"Schreber","1776","Mephitis_mephitis",FALSE
"V",48140,"species","Mephitis_mephitica","(Shaw 1792)","subjective synonym of",52656,"species","Mephitis_mephitis","Mephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",TRUE,"Shaw","1792",TRUE,"Schreber","1776","Mephitis_mephitis",FALSE
NA,52655,"species","Viverra_mephitica","(Shaw 1792)","subjective synonym of",52656,"species","Mephitis_mephitis","Mephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mephitis",TRUE,"Shaw","1792",TRUE,"Schreber","1776","Mephitis_mephitis",FALSE
NA,470400,"species","Palaeomephitis_steinheimensis","Jager 1839",NA,470400,"species","Palaeomephitis_steinheimensis","Palaeomephitis",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Palaeomephitis",FALSE,"Jager","1839",FALSE,"Jager","1839","Palaeomephitis_steinheimensis",FALSE
NA,470054,"species","Mydaus_marchei","Huet 1887",NA,470054,"species","Mydaus_marchei","Mydaus",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mydaus",FALSE,"Huet","1887",FALSE,"Huet","1887","Mydaus_marchei",FALSE
"V",232918,"species","Mephitis_javanensis","(Desmarest 1820)","recombined as",232918,"species","Mydaus_javanensis","Mydaus",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mydaus",TRUE,"Desmarest","1820",TRUE,"Desmarest","1820","Mydaus_javanensis",FALSE
NA,232919,"species","Mydaus_javanensis","(Desmarest 1820)",NA,232918,"species","Mydaus_javanensis","Mydaus",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Mydaus",TRUE,"Desmarest","1820",TRUE,"Desmarest","1820","Mydaus_javanensis",FALSE
NA,146165,"species","Puijila_darwini","Rybczynski et al. 2009",NA,146165,"species","Puijila_darwini","Puijila",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Puijila",FALSE,"Rybczynski_et-al","2009",FALSE,"Rybczynski_et-al","2009","Puijila_darwini",FALSE
"V",187600,"species","Lutra_vallentoni","(Geoffroy-Saint-Hilaire 1833)","recombined as",187600,"species","Potamotherium_vallentoni","Potamotherium",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Potamotherium",TRUE,"Geoffroy-Saint-Hilaire","1833",TRUE,"Geoffroy-Saint-Hilaire","1833","Potamotherium_vallentoni",FALSE
NA,187601,"species","Potamotherium_vallentoni","(Geoffroy-Saint-Hilaire 1833)",NA,187600,"species","Potamotherium_vallentoni","Potamotherium",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Potamotherium",TRUE,"Geoffroy-Saint-Hilaire","1833",TRUE,"Geoffroy-Saint-Hilaire","1833","Potamotherium_vallentoni",FALSE
NA,64159,"species","Potamotherium_miocenicum","Peters 1868",NA,64159,"species","Potamotherium_miocenicum","Potamotherium",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Potamotherium",FALSE,"Peters","1868",FALSE,"Peters","1868","Potamotherium_miocenicum",FALSE
NA,71885,"species","Pteronarctos_goedertae","Barnes 1989",NA,71885,"species","Pteronarctos_goedertae","Pteronarctos",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pteronarctos",FALSE,"Barnes","1989",FALSE,"Barnes","1989","Pteronarctos_goedertae",FALSE
NA,71886,"species","Pteronarctos_piersoni","Barnes 1990","subjective synonym of",71885,"species","Pteronarctos_goedertae","Pteronarctos",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Pteronarctos",FALSE,"Barnes","1990",FALSE,"Barnes","1989","Pteronarctos_goedertae",FALSE
NA,71871,"species","Enaliarctos_mealsi","Mitchell and Tedford 1973",NA,71871,"species","Enaliarctos_mealsi","Enaliarctos",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Enaliarctos",FALSE,"Mitchell_Tedford","1973",FALSE,"Mitchell_Tedford","1973","Enaliarctos_mealsi",FALSE
NA,71882,"species","Enaliarctos_tedfordi","Berta 1991",NA,71882,"species","Enaliarctos_tedfordi","Enaliarctos",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Enaliarctos",FALSE,"Berta","1991",FALSE,"Berta","1991","Enaliarctos_tedfordi",FALSE
NA,71883,"species","Enaliarctos_mitchelli","Barnes 1979",NA,71883,"species","Enaliarctos_mitchelli","Enaliarctos",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Enaliarctos",FALSE,"Barnes","1979",FALSE,"Barnes","1979","Enaliarctos_mitchelli",FALSE
NA,71881,"species","Enaliarctos_barnesi","Berta 1991",NA,71881,"species","Enaliarctos_barnesi","Enaliarctos",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Enaliarctos",FALSE,"Berta","1991",FALSE,"Berta","1991","Enaliarctos_barnesi",FALSE
NA,71880,"species","Enaliarctos_emlongi","Berta 1991",NA,71880,"species","Enaliarctos_emlongi","Enaliarctos",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Enaliarctos",FALSE,"Berta","1991",FALSE,"Berta","1991","Enaliarctos_emlongi",FALSE
NA,359584,"species","Semantor_macrurus","Orlov 1932",NA,359584,"species","Semantor_macrurus","Semantor",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Semantor",FALSE,"Orlov","1932",FALSE,"Orlov","1932","Semantor_macrurus",FALSE
NA,71918,"species","Kolponomos_newportensis","Tedford et al. 1994",NA,71918,"species","Kolponomos_newportensis","Kolponomos",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Kolponomos",FALSE,"Tedford_et-al","1994",FALSE,"Tedford_et-al","1994","Kolponomos_newportensis",FALSE
NA,71917,"species","Kolponomos_clallamensis","Stirton 1960",NA,71917,"species","Kolponomos_clallamensis","Kolponomos",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Kolponomos",FALSE,"Stirton","1960",FALSE,"Stirton","1960","Kolponomos_clallamensis",FALSE
NA,428770,"species","Pontolis_kohnoi","Biewer et al. 2020",NA,428770,"species","Pontolis_kohnoi","Pontolis",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Pontolis",FALSE,"Biewer_et-al","2020",FALSE,"Biewer_et-al","2020","Pontolis_kohnoi",FALSE
NA,428769,"species","Pontolis_barroni","Biewer et al. 2020",NA,428769,"species","Pontolis_barroni","Pontolis",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Pontolis",FALSE,"Biewer_et-al","2020",FALSE,"Biewer_et-al","2020","Pontolis_barroni",FALSE
"V",69095,"species","Pontoleon_magnus","(True 1907)","recombined as",69095,"species","Pontolis_magnus","Pontolis",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Pontolis",TRUE,"True","1907",TRUE,"True","1907","Pontolis_magnus",FALSE
NA,72019,"species","Pontolis_magnus","(True 1907)",NA,69095,"species","Pontolis_magnus","Pontolis",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Pontolis",TRUE,"True","1907",TRUE,"True","1907","Pontolis_magnus",FALSE
NA,326680,"species","Archaeodobenus_akamatsui","Tanaka and Kohno 2015",NA,326680,"species","Archaeodobenus_akamatsui","Archaeodobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Archaeodobenus",FALSE,"Tanaka_Kohno","2015",FALSE,"Tanaka_Kohno","2015","Archaeodobenus_akamatsui",FALSE
NA,72193,"species","Proneotherium_repenningi","Kohno et al. 1995",NA,72193,"species","Proneotherium_repenningi","Proneotherium",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Proneotherium",FALSE,"Kohno_et-al","1995",FALSE,"Kohno_et-al","1995","Proneotherium_repenningi",FALSE
NA,72018,"species","Neotherium_mirum","Kellogg 1931",NA,72018,"species","Neotherium_mirum","Neotherium",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Neotherium",FALSE,"Kellogg","1931",FALSE,"Kellogg","1931","Neotherium_mirum",FALSE
NA,71978,"species","Pelagiarctos_thomasi","Barnes 1988",NA,71978,"species","Pelagiarctos_thomasi","Pelagiarctos",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Pelagiarctos",FALSE,"Barnes","1988",FALSE,"Barnes","1988","Pelagiarctos_thomasi",FALSE
NA,375068,"species","Nanodobenus_arandai","Velez and Salinas-Márquez 2018",NA,375068,"species","Nanodobenus_arandai","Nanodobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Nanodobenus",FALSE,"Velez_Salinas-Marquez","2018",FALSE,"Velez_Salinas-Marquez","2018","Nanodobenus_arandai",FALSE
NA,428768,"species","Osodobenus_eodon","Biewer et al. 2020",NA,428768,"species","Osodobenus_eodon","Osodobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Osodobenus",FALSE,"Biewer_et-al","2020",FALSE,"Biewer_et-al","2020","Osodobenus_eodon",FALSE
NA,377801,"species","Titanotaria_orangensis","Magallanes et al. 2018",NA,377801,"species","Titanotaria_orangensis","Titanotaria",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Titanotaria",FALSE,"Magallanes_et-al","2018",FALSE,"Magallanes_et-al","2018","Titanotaria_orangensis",FALSE
NA,72020,"species","Pliopedia_pacifica","Kellogg 1921",NA,72020,"species","Pliopedia_pacifica","Pliopedia",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Pliopedia",FALSE,"Kellogg","1921",FALSE,"Kellogg","1921","Pliopedia_pacifica",FALSE
NA,72280,"species","Odobenus_mandanoensis","Tomida 1989",NA,72280,"species","Odobenus_mandanoensis","Odobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",FALSE,"Tomida","1989",FALSE,"Tomida","1989","Odobenus_mandanoensis",FALSE
NA,72172,"species","Odobenus_rosmarus","(Linnaeus 1758)",NA,72267,"species","Odobenus_rosmarus","Odobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",TRUE,"Linnaeus","1758",TRUE,"Linnaeus","1758","Odobenus_rosmarus",FALSE
"V",72267,"species","Phoca_rosmarus","(Linnaeus 1758)","recombined as",72267,"species","Odobenus_rosmarus","Odobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",TRUE,"Linnaeus","1758",TRUE,"Linnaeus","1758","Odobenus_rosmarus",FALSE
"V",98705,"species","Trichechus_rosmarus","(Linnaeus 1758)","recombined as",72267,"species","Odobenus_rosmarus","Odobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",TRUE,"Linnaeus","1758",TRUE,"Linnaeus","1758","Odobenus_rosmarus",FALSE
"V",104997,"species","Rosmarus_rosmarus","(Linnaeus 1758)","recombined as",72267,"species","Odobenus_rosmarus","Odobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",TRUE,"Linnaeus","1758",TRUE,"Linnaeus","1758","Odobenus_rosmarus",FALSE
"V",174517,"species","Odobaenus_rosmarus","(Linnaeus 1758)","recombined as",72267,"species","Odobenus_rosmarus","Odobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",TRUE,"Linnaeus","1758",TRUE,"Linnaeus","1758","Odobenus_rosmarus",FALSE
NA,89187,"species","Trichechus_orientalis","Dybowski 1922","subjective synonym of",72267,"species","Odobenus_rosmarus","Odobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",FALSE,"Dybowski","1922",TRUE,"Linnaeus","1758","Odobenus_rosmarus",FALSE
NA,66318,"species","Hemicaulodon_effodiens","Cope 1869","subjective synonym of",72267,"species","Odobenus_rosmarus","Odobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",FALSE,"Cope","1869",TRUE,"Linnaeus","1758","Odobenus_rosmarus",FALSE
NA,72274,"species","Odobenus_virginianus","De Kay 1842","subjective synonym of",72267,"species","Odobenus_rosmarus","Odobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",FALSE,"De-Kay","1842",TRUE,"Linnaeus","1758","Odobenus_rosmarus",FALSE
NA,69133,"species","Trichechus_virginianus","(Dekay 1842)","subjective synonym of",72267,"species","Odobenus_rosmarus","Odobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",TRUE,"Dekay","1842",TRUE,"Linnaeus","1758","Odobenus_rosmarus",FALSE
"V",126919,"species","Odobenotherium_virginianum","(Dekay 1842)","subjective synonym of",72267,"species","Odobenus_rosmarus","Odobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",TRUE,"Dekay","1842",TRUE,"Linnaeus","1758","Odobenus_rosmarus",FALSE
NA,105034,"species","Odobenotherium_lartetianum","Gratiolet 1858","subjective synonym of",72267,"species","Odobenus_rosmarus","Odobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",FALSE,"Gratiolet","1858",TRUE,"Linnaeus","1758","Odobenus_rosmarus",FALSE
"V",146981,"species","Odobenotherium_lartetianus","Gratiolet 1858","subjective synonym of",72267,"species","Odobenus_rosmarus","Odobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Odobenus",FALSE,"Gratiolet","1858",TRUE,"Linnaeus","1758","Odobenus_rosmarus",FALSE
NA,498115,"species","Ontocetus_posti","Boisville et al. 2024",NA,498115,"species","Ontocetus_posti","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",FALSE,"Boisville_et-al","2024",FALSE,"Boisville_et-al","2024","Ontocetus_posti",FALSE
NA,62927,"species","Ontocetus_emmonsi","(Leidy 1859)",NA,62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Leidy","1859",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
"V",69802,"species","Hoplocetus_emmonsi","(Leidy 1859)","recombined as",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Leidy","1859",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
"V",112865,"species","Ontocetus_emmonsii","(Leidy 1859)","misspelling of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Leidy","1859",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
NA,66104,"species","Trichecodon_huxleyi","(Lankester 1865)","subjective synonym of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Lankester","1865",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
"V",72276,"species","Odobenus_huxleyi","(Lankester 1865)","subjective synonym of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Lankester","1865",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
"V",114768,"species","Odobaenus_huxleyi","(Lankester 1865)","subjective synonym of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Lankester","1865",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
"V",115087,"species","Trichechus_huxleyi","(Lankester 1865)","subjective synonym of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Lankester","1865",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
NA,72182,"species","Alachtherium_africanum","(Geraads 1997)","subjective synonym of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Geraads","1997",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
"V",114834,"species","Odobenus_africanus","(Geraads 1997)","subjective synonym of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Geraads","1997",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
NA,72022,"species","Prorosmarus_alleni","Berry and Gregory 1906","subjective synonym of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",FALSE,"Berry_Gregory","1906",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
NA,72272,"species","Alachtherium_cretsii","(Du Bus 1867)","subjective synonym of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Du-Bus","1867",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
"V",72023,"species","Alachtherium_crestsii","(Du Bus 1867)","subjective synonym of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Du-Bus","1867",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
"V",114833,"species","Odobenus_cretsii","(Du Bus 1867)","subjective synonym of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Du-Bus","1867",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
"V",72203,"species","Trichechus_antverpiensis","(Rutten 1907)","subjective synonym of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Rutten","1907",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
NA,72024,"species","Alachtherium_antverpiensis","(Rutten 1907)","subjective synonym of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Rutten","1907",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
"V",72273,"species","Odobenus_antverpiensis","(Rutten 1907)","subjective synonym of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",TRUE,"Rutten","1907",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
NA,106266,"species","Alachtherium_antwerpiensis","Hasse 1909","subjective synonym of",62927,"species","Ontocetus_emmonsi","Ontocetus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Ontocetus",FALSE,"Hasse","1909",TRUE,"Leidy","1859","Ontocetus_emmonsi",FALSE
NA,71855,"species","Valenictus_imperialensis","Mitchell 1961",NA,71855,"species","Valenictus_imperialensis","Valenictus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Valenictus",FALSE,"Mitchell","1961",FALSE,"Mitchell","1961","Valenictus_imperialensis",FALSE
NA,71856,"species","Valenictus_chulavistensis","Deméré 1994",NA,71856,"species","Valenictus_chulavistensis","Valenictus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Valenictus",FALSE,"Demere","1994",FALSE,"Demere","1994","Valenictus_chulavistensis",FALSE
NA,482541,"species","Valenictus_sheperdi","Boessenecker et al. 2024",NA,482541,"species","Valenictus_sheperdi","Valenictus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Valenictus",FALSE,"Boessenecker_et-al","2024",FALSE,"Boessenecker_et-al","2024","Valenictus_sheperdi",FALSE
NA,72282,"species","Protodobenus_japonicus","Horikawa 1995",NA,72282,"species","Protodobenus_japonicus","Protodobenus",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Protodobenus",FALSE,"Horikawa","1995",FALSE,"Horikawa","1995","Protodobenus_japonicus",FALSE
