"pbdb_flags","pbdb_taxon_no","pbdb_taxon_rank","pbdb_taxon_name","pbdb_taxon_attr","pbdb_difference","pbdb_accepted_no","pbdb_accepted_rank","pbdb_accepted_name","pbdb_parent_name","pbdb_immpar_name","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_taxon_author_parentheses","pbdb_taxon_author_name","pbdb_taxon_author_year","pbdb_accepted_author_parentheses","pbdb_accepted_author_name","pbdb_accepted_author_year","pbdb_alternative_synonym","pbdb_genus_difference"
NA,476416,"species","Simenia_simensis","Rüppell 1835",NA,476416,"species","Simenia_simensis","Simenia",NA,"Chordata","Mammalia","Carnivora","Canidae","Simenia",FALSE,"Ruppell","1835",FALSE,"Ruppell","1835","Simenia_simensis",FALSE
"V",97826,"species","Palaeoprionodon_gracilis","(Matthew and Granger 1924)","recombined as",97826,"species","Asiavorator_gracilis","Asiavorator",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Asiavorator",TRUE,"Matthew_Granger","1924",TRUE,"Matthew_Granger","1924","Asiavorator_gracilis",FALSE
NA,97831,"species","Asiavorator_gracilis","(Matthew and Granger 1924)",NA,97826,"species","Asiavorator_gracilis","Asiavorator",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Asiavorator",TRUE,"Matthew_Granger","1924",TRUE,"Matthew_Granger","1924","Asiavorator_gracilis",FALSE
NA,97833,"species","Stenoplesictis_simplex","Dashzeveg 1996","subjective synonym of",97826,"species","Asiavorator_gracilis","Asiavorator",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Asiavorator",FALSE,"Dashzeveg","1996",TRUE,"Matthew_Granger","1924","Asiavorator_gracilis",FALSE
NA,97828,"species","Asiavorator_altidens","Spassov and Lange-Badré 1995","subjective synonym of",97826,"species","Asiavorator_gracilis","Asiavorator",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Asiavorator",FALSE,"Spassov_Lange-Badre","1995",TRUE,"Matthew_Granger","1924","Asiavorator_gracilis",FALSE
NA,47336,"species","Ictidopappus_mustelinus","Simpson 1935",NA,47336,"species","Ictidopappus_mustelinus","Ictidopappus",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Ictidopappus",FALSE,"Simpson","1935",FALSE,"Simpson","1935","Ictidopappus_mustelinus",FALSE
"V",232069,"species","Paradoxurus_binotatus","(Gray 1832)","recombined as",232069,"species","Nandinia_binotata","Nandinia",NA,"Chordata","Mammalia","Carnivora","Nandiniidae","Nandinia",TRUE,"Gray","1832",TRUE,"Gray","1832","Nandinia_binotata",FALSE
NA,232070,"species","Nandinia_binotata","(Gray 1832)",NA,232069,"species","Nandinia_binotata","Nandinia",NA,"Chordata","Mammalia","Carnivora","Nandiniidae","Nandinia",TRUE,"Gray","1832",TRUE,"Gray","1832","Nandinia_binotata",FALSE
NA,232071,"species","Paradoxurus_hamiltonii","Gray 1852","subjective synonym of",232069,"species","Nandinia_binotata","Nandinia",NA,"Chordata","Mammalia","Carnivora","Nandiniidae","Nandinia",FALSE,"Gray","1852",TRUE,"Gray","1832","Nandinia_binotata",FALSE
NA,496404,"species","Cryptailurus_tedfordi","Martin and Lim 2001",NA,496404,"species","Cryptailurus_tedfordi","Cryptailurus",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Cryptailurus",FALSE,"Martin_Lim","2001",FALSE,"Martin_Lim","2001","Cryptailurus_tedfordi",FALSE
NA,413641,"species","Cryptailurus_tinaynakti","Barrett et al. 2020",NA,413641,"species","Cryptailurus_tinaynakti","Cryptailurus",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Cryptailurus",FALSE,"Barrett_et-al","2020",FALSE,"Barrett_et-al","2020","Cryptailurus_tinaynakti",FALSE
"V",48868,"species","Mustela_sectoria","(Gervais 1848)","recombined as",48868,"species","Palaeogale_sectoria","Palaeogale",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",TRUE,"Gervais","1848",TRUE,"Gervais","1848","Palaeogale_sectoria",FALSE
NA,49652,"species","Palaeogale_sectoria","(Gervais 1848)",NA,48868,"species","Palaeogale_sectoria","Palaeogale",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",TRUE,"Gervais","1848",TRUE,"Gervais","1848","Palaeogale_sectoria",FALSE
NA,334446,"species","Bunaelurus_parvulus","(Matthew and Granger 1924)","subjective synonym of",48868,"species","Palaeogale_sectoria","Palaeogale",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",TRUE,"Matthew_Granger","1924",TRUE,"Gervais","1848","Palaeogale_sectoria",FALSE
"V",334447,"species","Palaeogale_parvulus","(Matthew and Granger 1924)","subjective synonym of",48868,"species","Palaeogale_sectoria","Palaeogale",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",TRUE,"Matthew_Granger","1924",TRUE,"Gervais","1848","Palaeogale_sectoria",FALSE
NA,334445,"species","Bunaelurus_ulysses","(Matthew and Granger 1924)","subjective synonym of",48868,"species","Palaeogale_sectoria","Palaeogale",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",TRUE,"Matthew_Granger","1924",TRUE,"Gervais","1848","Palaeogale_sectoria",FALSE
"V",334448,"species","Palaeogale_ulysses","(Matthew and Granger 1924)","subjective synonym of",48868,"species","Palaeogale_sectoria","Palaeogale",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",TRUE,"Matthew_Granger","1924",TRUE,"Gervais","1848","Palaeogale_sectoria",FALSE
NA,44730,"species","Bunaelurus_infelix","(Matthew 1903)","subjective synonym of",48868,"species","Palaeogale_sectoria","Palaeogale",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",TRUE,"Matthew","1903",TRUE,"Gervais","1848","Palaeogale_sectoria",FALSE
"V",49648,"species","Palaeogale_infelix","(Matthew 1903)","subjective synonym of",48868,"species","Palaeogale_sectoria","Palaeogale",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",TRUE,"Matthew","1903",TRUE,"Gervais","1848","Palaeogale_sectoria",FALSE
