"pbdb_identified_no","pbdb_accepted_no","pbdb_identified_name","pbdb_difference","pbdb_accepted_name","pbdb_identified_rank","pbdb_accepted_rank","pbdb_accepted_attr","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_subgenus_name","pbdb_subgenus_reso","pbdb_primary_reso","pbdb_species_reso","pbdb_phylum_no","pbdb_class_no","pbdb_order_no","pbdb_family_no","pbdb_genus_no","pbdb_subgenus_no","pbdb_internal_synonym","pbdb_genus_difference"
224081,224081,"Felis_cf._serval","recombined as","Caracal_serval","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Caracal",NA,NA,NA,"cf.",33815,36651,36905,41045,224077,NA,"Caracal_serval",FALSE
206226,104161,"Herpestes_ichneumon",NA,"Herpestes_ichneumon","species","species",NA,"Chordata","Mammalia","Carnivora","Herpestidae","Herpestes",NA,NA,NA,NA,33815,36651,36905,199984,41005,NA,"Herpestes_ichneumon",FALSE
235499,235498,"Vulpes_chama",NA,"Vulpes_chama","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,NA,33815,36651,36905,41189,41248,NA,"Vulpes_chama",FALSE
104153,104153,"Canis_familiaris",NA,"Canis_familiaris","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,"Canis_familiaris",FALSE
80793,72266,"Mirounga_leonina",NA,"Mirounga_leonina","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Mirounga",NA,NA,NA,NA,33815,36651,36905,41186,53277,NA,"Mirounga_leonina",FALSE
470066,470066,"Dinofelis_cf._barlowi",NA,"Dinofelis_barlowi","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Dinofelis",NA,NA,NA,"cf.",33815,36651,36905,41045,41052,NA,"Dinofelis_barlowi",FALSE
470068,470068,"Dinofelis_cf._piveteaui",NA,"Dinofelis_piveteaui","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Dinofelis",NA,NA,NA,"cf.",33815,36651,36905,41045,41052,NA,"Dinofelis_piveteaui",FALSE
232013,104164,"Genetta_cf._genetta",NA,"Genetta_genetta","species","species",NA,"Chordata","Mammalia","Carnivora","Viverridae","Genetta",NA,NA,NA,"cf.",33815,36651,36905,40997,41003,NA,"Genetta_genetta",FALSE
470066,470066,"Dinofelis_barlowi",NA,"Dinofelis_barlowi","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Dinofelis",NA,NA,NA,NA,33815,36651,36905,41045,41052,NA,"Dinofelis_barlowi",FALSE
236849,236849,"Helogale_hirtula",NA,"Helogale_hirtula","species","species",NA,"Chordata","Mammalia","Carnivora","Herpestidae","Helogale",NA,NA,NA,NA,33815,36651,36905,199984,41004,NA,"Helogale_hirtula",FALSE
72185,104158,"Panthera_cf._pardus",NA,"Panthera_pardus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,"cf.",33815,36651,36905,41045,41066,NA,"Panthera_pardus",FALSE
199983,199983,"Viverra_leakeyi",NA,"Viverra_leakeyi","species","species",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",NA,NA,NA,NA,33815,36651,36905,40997,41018,NA,"Viverra_leakeyi",FALSE
470071,470071,"Homotherium_crenatidens",NA,"Homotherium_crenatidens","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Homotherium",NA,NA,NA,NA,33815,36651,36905,41045,41056,NA,"Homotherium_crenatidens",FALSE
444082,444082,"Chasmaporthetes_nitidula",NA,"Chasmaporthetes_nitidula","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Chasmaporthetes",NA,NA,NA,NA,33815,36651,36905,41020,41023,NA,"Chasmaporthetes_nitidula",FALSE
366709,366708,"Pachycrocuta_brevirostris",NA,"Pachycrocuta_brevirostris","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pachycrocuta",NA,NA,NA,NA,33815,36651,36905,41020,41030,NA,"Pachycrocuta_brevirostris",FALSE
129879,129878,"Megantereon_cultridens",NA,"Megantereon_cultridens","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Megantereon",NA,NA,NA,NA,33815,36651,36905,41045,41060,NA,"Megantereon_cultridens",FALSE
475397,475396,"Canis_cf._terblanchei","recombined as","Thos_terblanchei","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"cf.",33815,36651,36905,41189,41198,NA,"Canis_terblanchei",TRUE
49734,46521,"cf._Panthera_leo",NA,"Panthera_leo","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,"cf.",NA,33815,36651,36905,41045,41066,NA,"Panthera_leo",FALSE
444061,444061,"Proteles_transvaalensis",NA,"Proteles_transvaalensis","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Proteles",NA,NA,NA,NA,33815,36651,36905,41020,103250,NA,"Proteles_transvaalensis",FALSE
232155,232154,"Proteles_cristatus",NA,"Proteles_cristatus","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Proteles",NA,NA,NA,NA,33815,36651,36905,41020,103250,NA,"Proteles_cristatus",FALSE
232149,232148,"Suricata_suricatta",NA,"Suricata_suricatta","species","species",NA,"Chordata","Mammalia","Carnivora","Herpestidae","Suricata",NA,NA,NA,NA,33815,36651,36905,199984,41015,NA,"Suricata_suricatta",FALSE
232253,232253,"cf._Herpestes_sanguineus",NA,"Herpestes_sanguineus","species","species",NA,"Chordata","Mammalia","Carnivora","Herpestidae","Herpestes",NA,NA,"cf.",NA,33815,36651,36905,199984,41005,NA,"Herpestes_sanguineus",FALSE
