"pbdb_identified_no","pbdb_accepted_no","pbdb_identified_name","pbdb_difference","pbdb_accepted_name","pbdb_identified_rank","pbdb_accepted_rank","pbdb_accepted_attr","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_subgenus_name","pbdb_subgenus_reso","pbdb_primary_reso","pbdb_species_reso","pbdb_phylum_no","pbdb_class_no","pbdb_order_no","pbdb_family_no","pbdb_genus_no","pbdb_subgenus_no","pbdb_internal_synonym","pbdb_genus_difference"
428558,428558,"n._gen._Sarcodectes_n._sp._magnus",NA,"Sarcodectes_magnus","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Sarcodectes",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41186,428557,NA,"Sarcodectes_magnus",FALSE
428768,428768,"n._gen._Osodobenus_n._sp._eodon",NA,"Osodobenus_eodon","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Osodobenus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41336,428767,NA,"Osodobenus_eodon",FALSE
428768,428768,"Osodobenus_eodon",NA,"Osodobenus_eodon","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Osodobenus",NA,NA,NA,NA,33815,36651,36905,41336,428767,NA,"Osodobenus_eodon",FALSE
428769,428769,"Pontolis_n._sp._barroni",NA,"Pontolis_barroni","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Pontolis",NA,NA,NA,"n. sp.",33815,36651,36905,41336,36942,NA,"Pontolis_barroni",FALSE
428770,428770,"Pontolis_n._sp._kohnoi",NA,"Pontolis_kohnoi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Pontolis",NA,NA,NA,"n. sp.",33815,36651,36905,41336,36942,NA,"Pontolis_kohnoi",FALSE
72019,69095,"cf._Pontolis_magnus",NA,"Pontolis_magnus","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Pontolis",NA,NA,"cf.",NA,33815,36651,36905,41336,36942,NA,"Pontolis_magnus",FALSE
434149,434149,"n._gen._Oaxacagale_n._sp._ruizi",NA,"Oaxacagale_ruizi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Oaxacagale",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41086,434148,NA,"Oaxacagale_ruizi",FALSE
437995,437995,"n._gen._Planopusa_n._sp._semenovi",NA,"Planopusa_semenovi","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Planopusa",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41186,437996,NA,"Planopusa_semenovi",FALSE
72202,72202,"Allodesmus_sinanoensis",NA,"Allodesmus_sinanoensis","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,NA,NA,33815,36651,36905,41334,36908,NA,"Allodesmus_sinanoensis",FALSE
72202,72202,"""Allodesmus""_sinanoensis",NA,"Allodesmus_sinanoensis","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,"""",NA,33815,36651,36905,41334,36908,NA,"Allodesmus_sinanoensis",FALSE
438271,438271,"Sivaonyx_n._sp._beyi",NA,"Sivaonyx_beyi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Sivaonyx",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41169,NA,"Sivaonyx_beyi",FALSE
438271,438271,"Sivaonyx_beyi",NA,"Sivaonyx_beyi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Sivaonyx",NA,NA,NA,NA,33815,36651,36905,41086,41169,NA,"Sivaonyx_beyi",FALSE
438272,438272,"n._gen._Djourabus_n._sp._dabba",NA,"Djourabus_dabba","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Djourabus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41086,375046,NA,"Djourabus_dabba",FALSE
348493,348028,"Arctocephalus_australis",NA,"Arctocephalus_australis","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus",NA,NA,NA,NA,33815,36651,36905,96678,36909,NA,"Arctocephalus_australis",FALSE
438445,438445,"n._gen._Kinometaxia_n._sp._guangpui",NA,"Kinometaxia_guangpui","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Kinometaxia",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41086,67885,NA,"Kinometaxia_guangpui",FALSE
438724,438724,"n._gen._Mioparadoxurus_n._sp._meini",NA,"Mioparadoxurus_meini","species","species",NA,"Chordata","Mammalia","Carnivora","Viverridae","Mioparadoxurus",NA,NA,"n. gen.","n. sp.",33815,36651,36905,40997,438723,NA,"Mioparadoxurus_meini",FALSE
103870,104989,"Otaria_aff._jubata","recombined as","Eumetopias_jubatus","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Eumetopias",NA,NA,NA,"aff.",33815,36651,36905,96678,36919,NA,"Eumetopias_jubatus",FALSE
440638,440638,"n._gen._Magnotherium_n._sp._johnsii",NA,"Magnotherium_johnsii","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Magnotherium",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41186,440637,NA,"Magnotherium_johnsii",FALSE
308912,48864,"Pekania_pennanti",NA,"Pekania_pennanti","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Pekania",NA,NA,NA,NA,33815,36651,36905,41086,308910,NA,"Pekania_pennanti",FALSE
472013,472013,"Amphicyon_schlosseri","recombined as","Dehmicyon_schlosseri","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Dehmicyon",NA,NA,NA,NA,33815,36651,36905,41266,472012,NA,"Dehmicyon_schlosseri",FALSE
272023,272023,"Amphicyon_aff._giganteus",NA,"Amphicyon_giganteus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,"aff.",33815,36651,36905,41266,41271,NA,"Amphicyon_giganteus",FALSE
97846,97846,"aff._Pseudocyon_sansaniensis",NA,"Pseudocyon_sansaniensis","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Pseudocyon",NA,NA,"aff.",NA,33815,36651,36905,41266,41294,NA,"Pseudocyon_sansaniensis",FALSE
174797,174797,"Plesictis_mayri","recombined as","Angustictis_mayri","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Angustictis",NA,NA,NA,NA,33815,36651,36905,41249,174796,NA,"Angustictis_mayri",FALSE
174802,174802,"Plesictis_vireti","recombined as","Franconictis_vireti","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Franconictis",NA,NA,NA,NA,33815,36651,36905,41086,174799,NA,"Franconictis_vireti",FALSE
359585,359585,"Miomephitis_pilgrimi",NA,"Miomephitis_pilgrimi","species","species",NA,"Chordata","Mammalia","Carnivora","Mephitidae","Miomephitis",NA,NA,NA,NA,33815,36651,36905,104743,41136,NA,"Miomephitis_pilgrimi",FALSE
101697,101696,"Ysengrinia_depereti",NA,"Ysengrinia_depereti","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",NA,NA,NA,NA,33815,36651,36905,41266,41300,NA,"Ysengrinia_depereti",FALSE
433196,433196,"Canis_africanus","recombined as","Xenocyon_africanus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,NA,33815,36651,36905,41189,301919,NA,"Xenocyon_africanus",FALSE
72206,72206,"Adelpharctos_mirus",NA,"Adelpharctos_mirus","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Adelpharctos",NA,NA,NA,NA,33815,36651,36905,41301,41302,NA,"Adelpharctos_mirus",FALSE
72018,72018,"Neotherium_mirum",NA,"Neotherium_mirum","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Neotherium",NA,NA,NA,NA,33815,36651,36905,41336,36930,NA,"Neotherium_mirum",FALSE
72289,72202,"Allodesmus_cf._sadoensis","subjective synonym of","Allodesmus_sinanoensis","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,NA,"cf.",33815,36651,36905,41334,36908,NA,"Allodesmus_sinanoensis",FALSE
454007,454007,"Amphicyon_zhanxiangi",NA,"Amphicyon_zhanxiangi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Amphicyon",NA,NA,NA,NA,33815,36651,36905,41266,41271,NA,"Amphicyon_zhanxiangi",FALSE
454421,454421,"Palaeogale_n._sp._evanoffi",NA,"Palaeogale_evanoffi","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,"n. sp.",33815,36651,36905,454419,40968,NA,"Palaeogale_evanoffi",FALSE
455035,455035,"Homiphoca_n._sp._murfreesi",NA,"Homiphoca_murfreesi","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Homiphoca",NA,NA,NA,"n. sp.",33815,36651,36905,41186,53275,NA,"Homiphoca_murfreesi",FALSE
455036,455036,"Hadrokirus_n._sp._novotini",NA,"Hadrokirus_novotini","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Hadrokirus",NA,NA,NA,"n. sp.",33815,36651,36905,41186,278863,NA,"Hadrokirus_novotini",FALSE
71875,71875,"cf._Imagotaria_downsi",NA,"Imagotaria_downsi","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Imagotaria",NA,NA,"cf.",NA,33815,36651,36905,41336,36921,NA,"Imagotaria_downsi",FALSE
72202,72202,"cf._Allodesmus_sinanoensis",NA,"Allodesmus_sinanoensis","species","species",NA,"Chordata","Mammalia","Carnivora","Desmatophocidae","Allodesmus",NA,NA,"cf.",NA,33815,36651,36905,41334,36908,NA,"Allodesmus_sinanoensis",FALSE
72018,72018,"cf._Neotherium_mirum",NA,"Neotherium_mirum","species","species",NA,"Chordata","Mammalia","Carnivora","Odobenidae","Neotherium",NA,NA,"cf.",NA,33815,36651,36905,41336,36930,NA,"Neotherium_mirum",FALSE
455509,455509,"n._gen._Vishnuonyx_n._sp._neptuni",NA,"Vishnuonyx_neptuni","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Vishnuonyx",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41086,41182,NA,"Vishnuonyx_neptuni",FALSE
455526,455524,"n._gen._Storchictis_n._sp._miacinus",NA,"Storchictis_miacinus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Storchictis",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41266,455525,NA,"Storchictis_miacinus",FALSE
250733,250733,"Protocyon_aff._troglodytes",NA,"Protocyon_troglodytes","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,"aff.",33815,36651,36905,41189,41238,NA,"Protocyon_troglodytes",FALSE
456306,456306,"Protocyon_n._sp._orocualensis",NA,"Protocyon_orocualensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Protocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41238,NA,"Protocyon_orocualensis",FALSE
104019,104019,"Aeluropus_n._sp._fovealis","recombined as","Ailuropoda_fovealis","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ailuropoda",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41304,NA,"Ailuropoda_fovealis",FALSE
459686,459686,"Arctonyx_n._sp._rostratus",NA,"Arctonyx_rostratus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Arctonyx",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41094,NA,"Arctonyx_rostratus",FALSE
459687,459687,"Cyon_n._sp._antiquus",NA,"Cyon_antiquus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cuon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41204,NA,"Cuon_antiquus",TRUE
104157,104157,"Felis_aff._tigris","recombined as","Panthera_tigris","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,"aff.",33815,36651,36905,41045,41066,NA,"Panthera_tigris",FALSE
459685,459685,"Ursus_n._sp._kokeni",NA,"Ursus_kokeni","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Ursus",NA,NA,NA,"n. sp.",33815,36651,36905,41301,41331,NA,"Ursus_kokeni",FALSE
98698,80722,"Phoca_foetida","subjective synonym of","Pusa_hispida","species","species",NA,"Chordata","Mammalia","Carnivora","Phocidae","Pusa",NA,NA,NA,NA,33815,36651,36905,41186,72256,NA,"Pusa_hispida",FALSE
46518,46521,"Felis_cf._imperialis","subjective synonym of","Panthera_leo","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Panthera",NA,NA,NA,"cf.",33815,36651,36905,41045,41066,NA,"Panthera_leo",FALSE
182934,182933,"Arctotherium_bonariense","recombined as","Arctotherium_(Arctotherium)_bonariense","species","species",NA,"Chordata","Mammalia","Carnivora","Ursidae","Arctotherium_(Arctotherium)",NA,NA,NA,NA,33815,36651,36905,41301,44307,182932,"Arctotherium_(Arctotherium)_bonariense",FALSE
471835,471835,"Nyctereutes_n._sp._lockwoodi",NA,"Nyctereutes_lockwoodi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Nyctereutes",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41225,NA,"Nyctereutes_lockwoodi",FALSE
471838,471838,"Nyctereutes_barryi",NA,"Nyctereutes_barryi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Nyctereutes",NA,NA,NA,NA,33815,36651,36905,41189,41225,NA,"Nyctereutes_barryi",FALSE
433148,433148,"Prototocyon_recki",NA,"Prototocyon_recki","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Prototocyon",NA,NA,NA,NA,33815,36651,36905,41189,41240,NA,"Prototocyon_recki",FALSE
472886,232943,"Lupulella_mesomelas",NA,"Lupulella_mesomelas","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lupulella",NA,NA,NA,NA,33815,36651,36905,41189,472885,NA,"Lupulella_mesomelas",FALSE
475283,475283,"Canis_n._sp._hewitti",NA,"Canis_hewitti","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,"Canis_hewitti",FALSE
71850,71850,"Arctocephalus_galapagoensis",NA,"Arctocephalus_galapagoensis","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus",NA,NA,NA,NA,33815,36651,36905,96678,36909,NA,"Arctocephalus_galapagoensis",FALSE
71847,103880,"Arctocephalus_philippii",NA,"Arctocephalus_philippii","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus",NA,NA,NA,NA,33815,36651,36905,96678,36909,NA,"Arctocephalus_philippii",FALSE
71845,71845,"Arctocephalus_tropicalis",NA,"Arctocephalus_tropicalis","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus",NA,NA,NA,NA,33815,36651,36905,96678,36909,NA,"Arctocephalus_tropicalis",FALSE
365341,365341,"Zalophus_wollebaeki",NA,"Zalophus_wollebaeki","species","species",NA,"Chordata","Mammalia","Carnivora","Otariidae","Zalophus",NA,NA,NA,NA,33815,36651,36905,96678,36954,NA,"Zalophus_wollebaeki",FALSE
475274,475273,"Pachycrocuta_licenti",NA,"Pachycrocuta_licenti","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Pachycrocuta",NA,NA,NA,NA,33815,36651,36905,41020,41030,NA,"Pachycrocuta_licenti",FALSE
230038,230037,"Bassariscus_cf._sumichrasti",NA,"Bassariscus_sumichrasti","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Bassariscus",NA,NA,NA,"cf.",33815,36651,36905,41249,41252,NA,"Bassariscus_sumichrasti",FALSE
47091,364964,"cf._Homotherium_serum","subjective synonym of","Homotherium_latidens","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Homotherium",NA,NA,"cf.",NA,33815,36651,36905,41045,41056,NA,"Homotherium_latidens",FALSE
433184,433184,"Eucyon_odessanus",NA,"Eucyon_odessanus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,NA,33815,36651,36905,41189,41213,NA,"Eucyon_odessanus",FALSE
474915,376905,"Canis_n._sp._mitzopouli","subjective synonym of","Nyctereutes_megamastoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Nyctereutes",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41225,NA,"Nyctereutes_megamastoides",FALSE
433166,433166,"Nyctereutes_n._sp._tingi",NA,"Nyctereutes_tingi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Nyctereutes",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41225,NA,"Nyctereutes_tingi",FALSE
301921,301921,"Xenocyon_n._sp._lycaonoides",NA,"Xenocyon_lycaonoides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Xenocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,301919,NA,"Xenocyon_lycaonoides",FALSE
51883,49999,"Subparictis_dakotensis",NA,"Subparictis_dakotensis","species","species",NA,"Chordata","Mammalia","Carnivora","Subparictidae","Subparictis",NA,NA,NA,NA,33815,36651,36905,97834,41326,NA,"Subparictis_dakotensis",FALSE
475022,199989,"Yoshi_n._sp._obscura",NA,"Yoshi_obscura","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Yoshi",NA,NA,NA,"n. sp.",33815,36651,36905,41045,374756,NA,"Yoshi_obscura",FALSE
475047,475047,"Lycophocyon_n._sp._tabrumi",NA,"Lycophocyon_tabrumi","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Lycophocyon",NA,NA,NA,"n. sp.",33815,36651,36905,NA,240059,NA,"Lycophocyon_tabrumi",FALSE
49206,46571,"Nothocyon_geismarianus",NA,"Nothocyon_geismarianus","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Nothocyon",NA,NA,NA,NA,33815,36651,36905,NA,41224,NA,"Nothocyon_geismarianus",FALSE
330901,438265,"Nothocyon_urostictus","subjective synonym of","Lycalopex_vetulus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,NA,33815,36651,36905,41189,424454,NA,"Lycalopex_vetulus",FALSE
330903,438265,"Nothocyon_parvidens","subjective synonym of","Lycalopex_vetulus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,NA,33815,36651,36905,41189,424454,NA,"Lycalopex_vetulus",FALSE
475050,475050,"Canis_n._sp._vetulus",NA,"Canis_vetulus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,"Canis_vetulus",FALSE
330902,438265,"Canis_n._sp._parvidens","subjective synonym of","Lycalopex_vetulus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,"n. sp.",33815,36651,36905,41189,424454,NA,"Lycalopex_vetulus",FALSE
330900,438265,"Canis_n._sp._urostictus","subjective synonym of","Lycalopex_vetulus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,"n. sp.",33815,36651,36905,41189,424454,NA,"Lycalopex_vetulus",FALSE
475127,475127,"Canis_n._sp._incertus",NA,"Canis_incertus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41198,NA,"Canis_incertus",FALSE
438263,438263,"Lycalopex_griseus",NA,"Lycalopex_griseus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,NA,33815,36651,36905,41189,424454,NA,"Lycalopex_griseus",FALSE
438261,438261,"Lycalopex_culpaeus_?",NA,"Lycalopex_culpaeus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,"?",33815,36651,36905,41189,424454,NA,"Lycalopex_culpaeus",FALSE
475146,475146,"Canis_n._sp._ensenadensis","recombined as","Lycalopex_ensenadensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,"n. sp.",33815,36651,36905,41189,424454,NA,"Lycalopex_ensenadensis",FALSE
475148,475146,"Lycalopex_cf._ensenadensis",NA,"Lycalopex_ensenadensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Lycalopex",NA,NA,NA,"cf.",33815,36651,36905,41189,424454,NA,"Lycalopex_ensenadensis",FALSE
47094,47827,"Hoplophoneus_brachyops","recombined as","Nimravus_brachyops","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Nimravus",NA,NA,NA,NA,33815,36651,36905,41036,41043,NA,"Nimravus_brachyops",FALSE
47836,47836,"Machaerodus_strigidens","recombined as","Hoplophoneus_strigidens","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,"Hoplophoneus_strigidens",FALSE
46090,46090,"n._gen._Enhydrocyon_n._sp._stenocephalus",NA,"Enhydrocyon_stenocephalus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon",NA,NA,"n. gen.","n. sp.",33815,36651,36905,41189,41211,NA,"Enhydrocyon_stenocephalus",FALSE
46081,46081,"Enhydrocyon_n._sp._basilatus",NA,"Enhydrocyon_basilatus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41211,NA,"Enhydrocyon_basilatus",FALSE
44846,44846,"Canis_hartshornianus","recombined as","Daphoenus_hartshornianus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenus",NA,NA,NA,NA,33815,36651,36905,41266,41279,NA,"Daphoenus_hartshornianus",FALSE
330897,330897,"Canis_geismarianus",NA,"Canis_geismarianus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Canis",NA,NA,NA,NA,33815,36651,36905,41189,41198,NA,"Canis_geismarianus",FALSE
44835,44835,"Canis_cuspigerus","recombined as","Paradaphoenus_cuspigerus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Paradaphoenus",NA,NA,NA,NA,33815,36651,36905,41266,41289,NA,"Paradaphoenus_cuspigerus",FALSE
44845,44845,"Canis_gregarius","recombined as","Hesperocyon_gregarius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Hesperocyon",NA,NA,NA,NA,33815,36651,36905,41189,41217,NA,"Hesperocyon_gregarius",FALSE
47816,47816,"Lutrictis_n._sp._lycopotamicus","recombined as","Bassariscus_lycopotamicus","species","species",NA,"Chordata","Mammalia","Carnivora","Procyonidae","Bassariscus",NA,NA,NA,"n. sp.",33815,36651,36905,41249,41252,NA,"Bassariscus_lycopotamicus",FALSE
44676,44676,"Brachypsalis_n._sp._modicus",NA,"Brachypsalis_modicus","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Brachypsalis",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41099,NA,"Brachypsalis_modicus",FALSE
333398,333398,"Felis_cf._maxima","corrected to","Felis_maximus","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Felis",NA,NA,NA,"cf.",33815,36651,36905,41045,41055,NA,"Felis_maximus",FALSE
52175,52175,"Tephrocyon_n._sp._confertus","recombined as","Microtomarctus_conferta","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Microtomarctus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41222,NA,"Microtomarctus_conferta",FALSE
43789,44837,"cf._Aenocyon_dirus",NA,"Aenocyon_dirus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Aenocyon",NA,NA,"cf.",NA,33815,36651,36905,41189,43787,NA,"Aenocyon_dirus",FALSE
475215,475215,"Chasmaporthetes_n._sp._kani",NA,"Chasmaporthetes_kani","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Chasmaporthetes",NA,NA,NA,"n. sp.",33815,36651,36905,41020,41023,NA,"Chasmaporthetes_kani",FALSE
475218,475218,"Euryboas_bielawskyi",NA,"Euryboas_bielawskyi","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Euryboas",NA,NA,NA,NA,33815,36651,36905,41020,376863,NA,"Euryboas_bielawskyi",FALSE
475235,475235,"Vulpes_n._sp._rooki",NA,"Vulpes_rooki","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Vulpes",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41248,NA,"Vulpes_rooki",FALSE
433179,433179,"Eucyon_n._sp._zhoui",NA,"Eucyon_zhoui","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41213,NA,"Eucyon_zhoui",FALSE
433179,433179,"Eucyon_zhoui",NA,"Eucyon_zhoui","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,NA,33815,36651,36905,41189,41213,NA,"Eucyon_zhoui",FALSE
475229,475229,"Eucyon_n._sp._marinae",NA,"Eucyon_marinae","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41213,NA,"Eucyon_marinae",FALSE
475232,475232,"Eucyon_n._sp._khoikhoi",NA,"Eucyon_khoikhoi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41213,NA,"Eucyon_khoikhoi",FALSE
475241,199983,"Megaviverra_aff._leakeyi","recombined as","Viverra_leakeyi","species","species",NA,"Chordata","Mammalia","Carnivora","Viverridae","Viverra",NA,NA,NA,"aff.",33815,36651,36905,40997,41018,NA,"Viverra_leakeyi",FALSE
433180,433180,"Eucyon_n._sp._intrepidus",NA,"Eucyon_intrepidus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Eucyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41213,NA,"Eucyon_intrepidus",FALSE
475238,199989,"Megantereon_?_obscura","recombined as","Yoshi_obscura","species","species",NA,"Chordata","Mammalia","Carnivora","Felidae","Yoshi",NA,NA,"?",NA,33815,36651,36905,41045,374756,NA,"Yoshi_obscura",FALSE
475244,475244,"Plesiogulo_praecocidens",NA,"Plesiogulo_praecocidens","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Plesiogulo",NA,NA,NA,NA,33815,36651,36905,41086,41152,NA,"Plesiogulo_praecocidens",FALSE
475239,475239,"Civettictis_howelli",NA,"Civettictis_howelli","species","species",NA,"Chordata","Mammalia","Carnivora","Viverridae","Civettictis",NA,NA,NA,NA,33815,36651,36905,40997,41001,NA,"Civettictis_howelli",FALSE
444079,199987,"Ikelohyaena_abronia",NA,"Ikelohyaena_abronia","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Ikelohyaena",NA,NA,NA,NA,33815,36651,36905,41020,264198,NA,"Ikelohyaena_abronia",FALSE
444093,444093,"Hyaenictitherium_namaquensis",NA,"Hyaenictitherium_namaquensis","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Hyaenictitherium",NA,NA,NA,NA,33815,36651,36905,41020,72177,NA,"Hyaenictitherium_namaquensis",FALSE
475242,475242,"Hyaenictis_hendeyi",NA,"Hyaenictis_hendeyi","species","species",NA,"Chordata","Mammalia","Carnivora","Hyaenidae","Hyaenictis",NA,NA,NA,NA,33815,36651,36905,41020,41025,NA,"Hyaenictis_hendeyi",FALSE
