"SIDNUM","SUBCLASSORSUPERORDER","ORDER","SUBORDERORSUPERFAMILY","FAMILY","SUBFAMILY","GENUS","SPECIES","MIN_AGE","MAX_AGE","now_accepted_name","now_accepted_rank","now_continent"
34118,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Eucyon","adoxus",3.55,5,"Eucyon_adoxus","species","Europe"
21405,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","etruscus",0.0117,3.6,"Canis_etruscus","species","Europe | Asia"
22841,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Pachycrocuta","brevirostris",0.0117,5.333,"Pachycrocuta_brevirostris","species","Europe | Asia | Africa"
21331,"Eutheria","Carnivora","Caniformia","Canidae","indet.","Xenocyon","falconeri",1.15,2.5,"Xenocyon_falconeri","species","Europe | Africa"
20514,"Eutheria","Carnivora","Feliformia","Hyaenidae","Ictitheriinae","indet.","indet.",7.1,11.188,"indet.","subfamily","Europe | Asia"
31822,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Ictitherium","indet.",7.1,7.6,"Ictitherium","genus","Asia"
24489,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Haplocyonoides","serbiae",12.85,14.2,"Haplocyonoides_serbiae","species","Europe"
23585,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Metailurus","pamiri",8.9,9.9,"Metailurus_pamiri","species","Europe"
31510,"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Alopecocyon","goeriachensis",11.2,18.524,"Alopecocyon_goeriachensis","species","Europe | Asia"
33662,"Eutheria","Carnivora","Feliformia","Felidae","Metailurinae","indet.","indet.",11.457333333333,12.090666666667,"indet.","subfamily","Europe"
84426,"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Kretzoiarctos","beatrix",11.457333333333,12.090666666667,"Kretzoiarctos_beatrix","species","Europe"
85713,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Vishnuonyx","neptuni",11.457333333333,12.090666666667,"Vishnuonyx_neptuni","species","Europe"
85745,"Eutheria","Carnivora","Caniformia","Mustelidae","Eomellivorini","Eomellivora","moralesi",11.188,12.090666666667,"Eomellivora_moralesi","species","Europe"
86769,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Circamustela","hartmanni",11.457333333333,12.090666666667,"Circamustela_hartmanni","species","Europe"
86770,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Laphyctis","mustelinus",11.457333333333,12.090666666667,"Laphyctis_mustelinus","species","Europe"
86771,"Eutheria","Carnivora","Caniformia","Ailuridae","Simocyoninae","indet.","indet.",11.457333333333,12.090666666667,"indet.","subfamily","Europe"
86772,"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","indet.","indet.",11.457333333333,12.090666666667,"indet.","family","Europe"
20512,"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","abessalomi",14.2,16.4,"Percrocuta_abessalomi","species","Europe"
22957,"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Dinocrocuta","gigantea",5.3,13.6,"Dinocrocuta_gigantea","species","Asia | Europe"
86777,"Eutheria","Carnivora","Pinnipedia","Phocidae","Phocinae","Praepusa","procaspica",8.9,9.9,"Praepusa_procaspica","species","Asia"
20516,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","leporinum",7.1,7.6,"Mustela_leporinum","species","Europe"
20519,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Parenhydriodon","csakvarensis",7.6,8.9,"Parenhydriodon_csakvarensis","species","Europe"
20520,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Paralutra","transdanubica",7.6,8.9,"Paralutra_transdanubica","species","Europe"
20521,"Eutheria","Carnivora","Caniformia","Ailuridae","Simocyoninae","Simocyon","hungaricus",7.6,8.9,"Simocyon_hungaricus","species","Europe"
20522,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","csakvarense",7.6,8.9,"Protictitherium_csakvarense","species","Europe"
20523,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Hyaenictitherium","indet.",7.6,8.9,"Hyaenictitherium","genus","Europe"
20525,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","sumegense",8.9,11.2,"Protictitherium_sumegense","species","Europe"
20526,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Ictitherium","indet.",8.9,11.2,"Ictitherium","genus","Europe"
29422,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Hyaenictitherium","namaquensis",2.58,7.1,"Hyaenictitherium_namaquensis","species","Africa"
33721,"Eutheria","Carnivora","Feliformia","Viverridae","Viverrinae","Viverra","howeli",5.3,7.1,"Viverra_howeli","species","Africa"
20527,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Lycyaena","indet.",5,8.9,"Lycyaena","genus","Asia | Europe | Africa"
22538,"Eutheria","Carnivora","Caniformia","Canidae","indet.","Xenalopex","remenyii",2.5,3.55,"Xenalopex_remenyii","species","Europe"
22539,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Xenictis","nestii",2.5,3.55,"Xenictis_nestii","species","Europe"
22542,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","lunensis",0.676,3.55,"Felis_lunensis","species","Europe"
22782,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Panthera","indet.",0.009,4.4,"Panthera","genus","Europe | Asia | Africa"
20529,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Parataxidea","crassa",5.3,14.2,"Parataxidea_crassa","species","Asia"
20530,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Amphimachairodus","irtyschensis",5.3,7.1,"Amphimachairodus_irtyschensis","species","Asia"
22685,"Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","alexeevi",5.3,14.2,"Promephitis_alexeevi","species","Asia"
23031,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Semantor","macrurus",5.3,7.1,"Semantor_macrurus","species","Asia"
24278,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Plesiogulo","minor",3.025,7.1,"Plesiogulo_minor","species","Asia | Europe"
24304,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","galaticus",3.55,5,"Vulpes_galaticus","species","Asia"
27278,"Eutheria","Carnivora","Caniformia","Canidae","indet.","Nyctereutes","tingi",1.9,5.3,"Nyctereutes_tingi","species","Europe | Asia"
21128,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Dinofelis","diastemata",3.55,5,"Dinofelis_diastemata","species","Europe"
21254,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","maniculata",3.55,5,"Felis_maniculata","species","Europe"
21258,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Eucyon","michauxi",3.55,5,"Eucyon_michauxi","species","Europe"
22377,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Chasmaporthetes","borissiaki",3.55,5,"Chasmaporthetes_borissiaki","species","Europe"
32943,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Parahyaena","brunnea",0,5.333,"Parahyaena_brunnea","species","Europe | Africa"
84444,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Meles","iberica",1.67,1.9,"Meles_iberica","species","Europe"
20102,"Eutheria","Carnivora","Caniformia","Ailuridae","Simocyoninae","Simocyon","batalleri",8.9,11.2,"Simocyon_batalleri","species","Europe"
29480,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","major",9.9,11.2,"Amphicyon_major","species","Europe"
21841,"Eutheria","Carnivora","indet.","Percrocutidae","indet.","indet.","indet.",9.311,17.2,"indet.","family","Asia | Europe"
20086,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","indet.",9.647,18.524,"Protictitherium","genus","Asia | Europe"
24351,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Metahyaena","confector",9.647,9.937,"Metahyaena_confector","species","Asia"
24398,"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Dinocrocuta","minor",9.984,11.056,"Dinocrocuta_minor","species","Asia"
34827,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trocharion","indet.",11.2,14.2,"Trocharion","genus","Europe"
34828,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trochotherium","indet.",11.2,12.85,"Trochotherium","genus","Europe"
20038,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","indet.","indet.",0.3,11.2,"indet.","subfamily","Asia | Europe | Africa"
22661,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Sivaonyx","indet.",4.6,8.9,"Sivaonyx","genus","Asia"
23027,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","indet.","indet.",5.4,7.1,"indet.","family","Asia"
25823,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Gulo","indet.",0.129,5.4,"Gulo","genus","Asia | Europe"
23033,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Gobicyon","zhegalloi",11.63,20.44,"Gobicyon_zhegalloi","species","Asia"
21647,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","tairumensis",11.2,14.2,"Amphicyon_tairumensis","species","Asia"
21652,"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","tungurensis",11.2,14.2,"Percrocuta_tungurensis","species","Asia"
21653,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Metailurus","mongoliensis",11.2,12.85,"Metailurus_mongoliensis","species","Asia"
21705,"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Sansanosmilus","indet.",11.2,15.59,"Sansanosmilus","genus","Asia | Europe"
23034,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Gobicyon","macrognathus",11.2,12.85,"Gobicyon_macrognathus","species","Asia"
23037,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Melodon","indet.",5.3,12.85,"Melodon","genus","Asia"
23039,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Tungurictis","spocki",11.2,14.2,"Tungurictis_spocki","species","Asia"
31979,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","teilhardi",9.5,14.2,"Plithocyon_teilhardi","species","Asia"
21693,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","confucianus",15.2,17,"Amphicyon_confucianus","species","Asia"
21694,"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","orientalis",15.2,17,"Ursavus_orientalis","species","Asia"
21695,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Thaumastocyoninae","indet.","indet.",15.2,17.2,"indet.","subfamily","Asia | Europe"
33707,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Phoberocyon","youngi",15.2,17,"Phoberocyon_youngi","species","Asia"
21704,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Tongxinictis","primordialis",12.5,15.2,"Tongxinictis_primordialis","species","Asia"
23035,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Gobicyon","indet.",12.5,15.2,"Gobicyon","genus","Asia"
21765,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Metailurus","indet.",1.15,20.44,"Metailurus","genus","Asia | Europe | Africa"
21821,"Eutheria","Carnivora","Caniformia","Canidae","indet.","Nyctereutes","sinensis",0.01,5.333,"Nyctereutes_sinensis","species","Asia | Europe"
21827,"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","indet.",0,5.333,"Ursus","genus","Asia | Europe | Africa"
20513,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Pseudocyon","caucasicus",14.2,16.4,"Pseudocyon_caucasicus","species","Asia"
21898,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Machairodus","ischimicus",2.725,3.55,"Machairodus_ischimicus","species","Asia"
22035,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Xenictis","pilgrimi",3.55,5,"Xenictis_pilgrimi","species","Europe"
24335,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","indet.",1.2,5,"Felis","genus","Europe | Africa | Asia"
22087,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","wenzensis",3.55,5,"Felis_wenzensis","species","Europe"
22088,"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Agriotherium","intermedium",3.55,5,"Agriotherium_intermedium","species","Europe"
22089,"Eutheria","Carnivora","indet.","Ursidae","indet.","Ursus","wenzensis",3.55,5,"Ursus_wenzensis","species","Europe"
22090,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","wenzensis",1.9,5,"Martes_wenzensis","species","Europe"
22091,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","pliocaenica",3.55,5,"Mustela_pliocaenica","species","Europe"
22093,"Eutheria","Carnivora","Caniformia","Mustelidae","Melini","Arctomeles","pliocaenicus",3.55,5,"Arctomeles_pliocaenicus","species","Europe"
24285,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","davitasvilii",2.5,3.55,"Homotherium_davitasvilii","species","Asia"
22290,"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Agriotherium","insigne",2.5,5.3,"Agriotherium_insigne","species","Europe"
31333,"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","senezensis",1.9,3.025,"Canis_senezensis","species","Europe"
22523,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Meles","gennevauxi",5,5.3,"Meles_gennevauxi","species","Europe"
