"pbdb_identified_name","pbdb_difference","pbdb_accepted_name","pbdb_internal_synonym","pbdb_identified_rank","pbdb_accepted_rank","pbdb_accepted_attr","pbdb_phylum","pbdb_class","pbdb_order","pbdb_family","pbdb_genus","pbdb_subgenus_name","pbdb_subgenus_reso","pbdb_primary_reso","pbdb_species_reso","pbdb_phylum_no","pbdb_class_no","pbdb_order_no","pbdb_family_no","pbdb_genus_no","pbdb_subgenus_no","pbdb_identified_no","pbdb_accepted_no","pbdb_old_genus","pbdb_rest"
"Ectopocynus_antiquus",NA,"Ectopocynus_antiquus","Ectopocynus_antiquus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Ectopocynus",NA,NA,NA,NA,33815,36651,36905,41189,41210,NA,45989,45989,"Ectopocynus","antiquus"
"Eusmilus_cerebralis","recombined as","Hoplophoneus_cerebralis","Hoplophoneus_cerebralis","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,46434,47828,"Hoplophoneus","cerebralis"
"Paraenhydrocyon_josephi",NA,"Paraenhydrocyon_josephi","Paraenhydrocyon_josephi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Paraenhydrocyon",NA,NA,NA,NA,33815,36651,36905,41189,41232,NA,49824,52163,"Paraenhydrocyon","josephi"
"Cynarctoides_lemur",NA,"Cynarctoides_lemur","Cynarctoides_lemur","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",NA,NA,NA,NA,33815,36651,36905,41189,41205,NA,45437,44855,"Cynarctoides","lemur"
"Phlaocyon_latidens",NA,"Phlaocyon_latidens","Phlaocyon_latidens","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",NA,NA,NA,NA,33815,36651,36905,41189,41235,NA,50344,46573,"Phlaocyon","latidens"
"Rhizocyon_oregonensis",NA,"Rhizocyon_oregonensis","Rhizocyon_oregonensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Rhizocyon",NA,NA,NA,NA,33815,36651,36905,41189,41242,NA,51357,45475,"Rhizocyon","oregonensis"
"Temnocyon_altigenis",NA,"Temnocyon_altigenis","Temnocyon_altigenis","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Temnocyon",NA,NA,NA,NA,33815,36651,36905,41266,41298,NA,52160,52160,"Temnocyon","altigenis"
"Allocyon_loganensis",NA,"Allocyon_loganensis","Allocyon_loganensis","species","species",NA,"Chordata","Mammalia","Carnivora","NO_FAMILY_SPECIFIED","Allocyon",NA,NA,NA,NA,33815,36651,36905,NA,41305,NA,43876,43876,"Allocyon","loganensis"
"Oxetocyon_cuspidatus",NA,"Oxetocyon_cuspidatus","Oxetocyon_cuspidatus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Oxetocyon",NA,NA,NA,NA,33815,36651,36905,41189,41229,NA,49523,49523,"Oxetocyon","cuspidatus"
"Cormocyon_pavidus","recombined as","Archaeocyon_pavidus","Archaeocyon_pavidus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",NA,NA,NA,NA,33815,36651,36905,41189,41194,NA,45271,51186,"Archaeocyon","pavidus"
"Dinictis_n._sp._bombifrons","subjective synonym of","Dinictis_felina","Dinictis_felina","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41039,NA,45747,45752,"Dinictis","felina"
"Pseudocynodictis_n._sp._temnodon","recombined as","Mesocyon_temnodon","Mesocyon_temnodon","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Mesocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41220,NA,51187,45477,"Mesocyon","temnodon"
"Osbornodon_renjiei",NA,"Osbornodon_renjiei","Osbornodon_renjiei","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Osbornodon",NA,NA,NA,NA,33815,36651,36905,41189,41226,NA,49464,49464,"Osbornodon","renjiei"
"Promartes_gemmarosae",NA,"Promartes_gemmarosae","Promartes_gemmarosae","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Promartes",NA,NA,NA,NA,33815,36651,36905,41086,41159,NA,50803,49299,"Promartes","gemmarosae"
"Mammacyon_n._sp._obtusidens",NA,"Mammacyon_obtusidens","Mammacyon_obtusidens","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Mammacyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41288,NA,47861,47861,"Mammacyon","obtusidens"
"Neocynodesmus_n._sp._delicatus","recombined as","Leptocyon_delicatus","Leptocyon_delicatus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Leptocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41218,NA,49024,49577,"Leptocyon","delicatus"
"Enhydrocyon_crassidens",NA,"Enhydrocyon_crassidens","Enhydrocyon_crassidens","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon",NA,NA,NA,NA,33815,36651,36905,41189,41211,NA,46083,46083,"Enhydrocyon","crassidens"
"Cynodesmus_n._sp._vulpinus","recombined as","Leptocyon_vulpinus","Leptocyon_vulpinus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Leptocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41218,NA,45467,49219,"Leptocyon","vulpinus"
"Mesocyon_n._sp._robustus","recombined as","Paraenhydrocyon_robustus","Paraenhydrocyon_robustus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Paraenhydrocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41232,NA,48337,48337,"Paraenhydrocyon","robustus"
"Cormocyon_haydeni",NA,"Cormocyon_haydeni","Cormocyon_haydeni","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cormocyon",NA,NA,NA,NA,33815,36651,36905,41189,41203,NA,45266,45266,"Cormocyon","haydeni"
"Nimravus_n._sp._sectator","subjective synonym of","Nimravus_brachyops","Nimravus_brachyops","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Nimravus",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41043,NA,49177,47827,"Nimravus","brachyops"
"Leptocyon_gregorii",NA,"Leptocyon_gregorii","Leptocyon_gregorii","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Leptocyon",NA,NA,NA,NA,33815,36651,36905,41189,41218,NA,47571,49207,"Leptocyon","gregorii"
"Cynarctoides_acridens",NA,"Cynarctoides_acridens","Cynarctoides_acridens","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",NA,NA,NA,NA,33815,36651,36905,41189,41205,NA,45433,45441,"Cynarctoides","acridens"
"Mesocyon_n._sp._hortulirosae","subjective synonym of","Paraenhydrocyon_josephi","Paraenhydrocyon_josephi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Paraenhydrocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41232,NA,48334,52163,"Paraenhydrocyon","josephi"
"Enhydrocyon_pahinsintewakpa",NA,"Enhydrocyon_pahinsintewakpa","Enhydrocyon_pahinsintewakpa","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon",NA,NA,NA,NA,33815,36651,36905,41189,41211,NA,46086,51890,"Enhydrocyon","pahinsintewakpa"
"Archaeocyon_n._sp._falkenbachi",NA,"Archaeocyon_falkenbachi","Archaeocyon_falkenbachi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41194,NA,44210,44210,"Archaeocyon","falkenbachi"
"Otarocyon_cooki",NA,"Otarocyon_cooki","Otarocyon_cooki","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Otarocyon",NA,NA,NA,NA,33815,36651,36905,41189,41227,NA,49484,45456,"Otarocyon","cooki"
"Cormocyon_copei",NA,"Cormocyon_copei","Cormocyon_copei","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cormocyon",NA,NA,NA,NA,33815,36651,36905,41189,41203,NA,45265,45265,"Cormocyon","copei"
"Palaeogale_minuta",NA,"Palaeogale_minuta","Palaeogale_minuta","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,NA,33815,36651,36905,454419,40968,NA,49650,48859,"Palaeogale","minuta"
"Acheronictis_n._sp._webbi",NA,"Acheronictis_webbi","Acheronictis_webbi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Acheronictis",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41087,NA,43716,43716,"Acheronictis","webbi"
"Arikarictis_n._sp._chapini",NA,"Arikarictis_chapini","Arikarictis_chapini","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Arikarictis",NA,NA,NA,"n. sp.",33815,36651,36905,41086,41095,NA,44318,44318,"Arikarictis","chapini"
"Enhydrocyon_cf._pahinsintewakpa",NA,"Enhydrocyon_pahinsintewakpa","Enhydrocyon_pahinsintewakpa","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon",NA,NA,NA,"cf.",33815,36651,36905,41189,41211,NA,46086,51890,"Enhydrocyon","pahinsintewakpa"
"Osbornodon_n._sp._wangi",NA,"Osbornodon_wangi","Osbornodon_wangi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Osbornodon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41226,NA,49466,49466,"Osbornodon","wangi"
"Phlaocyon_n._sp._taylori",NA,"Phlaocyon_taylori","Phlaocyon_taylori","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41235,NA,50350,50350,"Phlaocyon","taylori"
"Phlaocyon_taylori",NA,"Phlaocyon_taylori","Phlaocyon_taylori","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",NA,NA,NA,NA,33815,36651,36905,41189,41235,NA,50350,50350,"Phlaocyon","taylori"
"Caedocyon_n._sp._tedfordi",NA,"Caedocyon_tedfordi","Caedocyon_tedfordi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Caedocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41197,NA,44744,44744,"Caedocyon","tedfordi"
"Palaeogale_dorothiae",NA,"Palaeogale_dorothiae","Palaeogale_dorothiae","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,NA,33815,36651,36905,454419,40968,NA,49647,49647,"Palaeogale","dorothiae"
"Mesocyon_coryphaeus",NA,"Mesocyon_coryphaeus","Mesocyon_coryphaeus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Mesocyon",NA,NA,NA,NA,33815,36651,36905,41189,41220,NA,48331,52161,"Mesocyon","coryphaeus"
"Dinaelurus_crassus",NA,"Dinaelurus_crassus","Dinaelurus_crassus","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinaelurus",NA,NA,NA,NA,33815,36651,36905,41036,41038,NA,45744,45744,"Dinaelurus","crassus"
"Hoplophoneus_n._sp._platycopis","recombined as","Pogonodon_platycopis","Pogonodon_platycopis","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Pogonodon",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41044,NA,47107,47107,"Pogonodon","platycopis"
"Dinictis_cyclops","subjective synonym of","Dinictis_felina","Dinictis_felina","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Dinictis",NA,NA,NA,NA,33815,36651,36905,41036,41039,NA,45750,45752,"Dinictis","felina"
"Leptocyon_mollis",NA,"Leptocyon_mollis","Leptocyon_mollis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Leptocyon",NA,NA,NA,NA,33815,36651,36905,41189,41218,NA,300744,300744,"Leptocyon","mollis"
"Mesocyon_brachyops",NA,"Mesocyon_brachyops","Mesocyon_brachyops","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Mesocyon",NA,NA,NA,NA,33815,36651,36905,41189,41220,NA,48330,48330,"Mesocyon","brachyops"
"Enhydrocyon_stenocephalus",NA,"Enhydrocyon_stenocephalus","Enhydrocyon_stenocephalus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon",NA,NA,NA,NA,33815,36651,36905,41189,41211,NA,46090,46090,"Enhydrocyon","stenocephalus"
"Cynodesmus_n._sp._thooides",NA,"Cynodesmus_thooides","Cynodesmus_thooides","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynodesmus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41207,NA,45466,45466,"Cynodesmus","thooides"
"Temnocyon_n._sp._typicus",NA,"Temnocyon_typicus","Temnocyon_typicus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Temnocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41298,NA,52165,52165,"Temnocyon","typicus"
"Cynodesmus_cooki","recombined as","Otarocyon_cooki","Otarocyon_cooki","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Otarocyon",NA,NA,NA,NA,33815,36651,36905,41189,41227,NA,45456,45456,"Otarocyon","cooki"
"Nothocyon_lemur","recombined as","Cynarctoides_lemur","Cynarctoides_lemur","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",NA,NA,NA,NA,33815,36651,36905,41189,41205,NA,49211,44855,"Cynarctoides","lemur"
"Cynarctoides_roii",NA,"Cynarctoides_roii","Cynarctoides_roii","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",NA,NA,NA,NA,33815,36651,36905,41189,41205,NA,45440,49217,"Cynarctoides","roii"
"Nimravus_n._sp._meridianus","subjective synonym of","Nimravus_brachyops","Nimravus_brachyops","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Nimravus",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41043,NA,49175,47827,"Nimravus","brachyops"
"Hoplophoneus_n._sp._belli","subjective synonym of","Hoplophoneus_cerebralis","Hoplophoneus_cerebralis","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41041,NA,47093,47828,"Hoplophoneus","cerebralis"
"Mesocyon_baileyi","subjective synonym of","Mesocyon_brachyops","Mesocyon_brachyops","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Mesocyon",NA,NA,NA,NA,33815,36651,36905,41189,41220,NA,48329,48330,"Mesocyon","brachyops"
"Temnocyon_cf._subferox",NA,"Temnocyon_subferox","Temnocyon_subferox","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Temnocyon",NA,NA,NA,"cf.",33815,36651,36905,41266,41298,NA,304086,304086,"Temnocyon","subferox"
"Philotrox_condoni",NA,"Philotrox_condoni","Philotrox_condoni","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Philotrox",NA,NA,NA,NA,33815,36651,36905,41189,41234,NA,50341,50341,"Philotrox","condoni"
"Ectopocynus_n._sp._antiquus",NA,"Ectopocynus_antiquus","Ectopocynus_antiquus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Ectopocynus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41210,NA,45989,45989,"Ectopocynus","antiquus"
"Ectopocynus_n._sp._intermedius",NA,"Ectopocynus_intermedius","Ectopocynus_intermedius","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Ectopocynus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41210,NA,45990,45990,"Ectopocynus","intermedius"
"Phlaocyon_minor",NA,"Phlaocyon_minor","Phlaocyon_minor","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",NA,NA,NA,NA,33815,36651,36905,41189,41235,NA,50348,45462,"Phlaocyon","minor"
"Enhydrocyon_n._sp._crassidens",NA,"Enhydrocyon_crassidens","Enhydrocyon_crassidens","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41211,NA,46083,46083,"Enhydrocyon","crassidens"
"Promartes_olcotti",NA,"Promartes_olcotti","Promartes_olcotti","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Promartes",NA,NA,NA,NA,33815,36651,36905,41086,41159,NA,50805,50805,"Promartes","olcotti"
"Delotrochanter_petersoni",NA,"Delotrochanter_petersoni","Delotrochanter_petersoni","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Delotrochanter",NA,NA,NA,NA,33815,36651,36905,41266,304095,NA,304096,304096,"Delotrochanter","petersoni"
"Promartes_darbyi",NA,"Promartes_darbyi","Promartes_darbyi","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Promartes",NA,NA,NA,NA,33815,36651,36905,41086,41159,NA,50801,49297,"Promartes","darbyi"
"Cynodesmus_n._sp._martini",NA,"Cynodesmus_martini","Cynodesmus_martini","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynodesmus",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41207,NA,45461,45461,"Cynodesmus","martini"
"Mesocyon_n._sp._geringensis","recombined as","Sunkahetanka_geringensis","Sunkahetanka_geringensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Sunkahetanka",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41243,NA,48333,48333,"Sunkahetanka","geringensis"
"Sunkahetanka_geringensis",NA,"Sunkahetanka_geringensis","Sunkahetanka_geringensis","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Sunkahetanka",NA,NA,NA,NA,33815,36651,36905,41189,41243,NA,51889,48333,"Sunkahetanka","geringensis"
"Ekgmoiteptecela_olsontau","subjective synonym of","Hoplophoneus_cerebralis","Hoplophoneus_cerebralis","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Hoplophoneus",NA,NA,NA,NA,33815,36651,36905,41036,41041,NA,46012,47828,"Hoplophoneus","cerebralis"
"Hesperocyon_leptodus","recombined as","Archaeocyon_leptodus","Archaeocyon_leptodus","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Archaeocyon",NA,NA,NA,NA,33815,36651,36905,41189,41194,NA,46913,49212,"Archaeocyon","leptodus"
"""Mesocyon""_cf._temnodon",NA,"Mesocyon_temnodon","Mesocyon_temnodon","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Mesocyon",NA,NA,"""","cf.",33815,36651,36905,41189,41220,NA,48338,45477,"Mesocyon","temnodon"
"Palaeogale_n._sp._dorothiae",NA,"Palaeogale_dorothiae","Palaeogale_dorothiae","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,"n. sp.",33815,36651,36905,454419,40968,NA,49647,49647,"Palaeogale","dorothiae"
"Nothocyon_roii","recombined as","Cynarctoides_roii","Cynarctoides_roii","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Cynarctoides",NA,NA,NA,NA,33815,36651,36905,41189,41205,NA,49217,49217,"Cynarctoides","roii"
"Cynodesmus_n._sp._cooki","recombined as","Otarocyon_cooki","Otarocyon_cooki","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Otarocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41227,NA,45456,45456,"Otarocyon","cooki"
"Paradaphoenus_n._sp._tooheyi",NA,"Paradaphoenus_tooheyi","Paradaphoenus_tooheyi","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Paradaphoenus",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41289,NA,49807,49807,"Paradaphoenus","tooheyi"
"Palaeogale_cf._dorothiae",NA,"Palaeogale_dorothiae","Palaeogale_dorothiae","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,"cf.",33815,36651,36905,454419,40968,NA,49647,49647,"Palaeogale","dorothiae"
"Sunkahetanka_n._sp._pahinsintewakpa","recombined as","Enhydrocyon_pahinsintewakpa","Enhydrocyon_pahinsintewakpa","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Enhydrocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41211,NA,51890,51890,"Enhydrocyon","pahinsintewakpa"
"Leptocyon_douglassi",NA,"Leptocyon_douglassi","Leptocyon_douglassi","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Leptocyon",NA,NA,NA,NA,33815,36651,36905,41189,41218,NA,300752,300752,"Leptocyon","douglassi"
"Dinictis_n._sp._eileenae","subjective synonym of","Pogonodon_davisi","Pogonodon_davisi","species","species",NA,"Chordata","Mammalia","Carnivora","Nimravidae","Pogonodon",NA,NA,NA,"n. sp.",33815,36651,36905,41036,41044,NA,45751,50634,"Pogonodon","davisi"
"Plionictis_n._sp._sanguinarius","recombined as","Palaeogale_sanguinarius","Palaeogale_sanguinarius","species","species",NA,"Chordata","Mammalia","Carnivora","Palaeogalidae","Palaeogale",NA,NA,NA,"n. sp.",33815,36651,36905,454419,40968,NA,50591,50591,"Palaeogale","sanguinarius"
"Daphoenus_n._sp._ruber",NA,"Daphoenus_ruber","Daphoenus_ruber","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenus",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41279,NA,45550,45550,"Daphoenus","ruber"
"Desmocyon_thomsoni",NA,"Desmocyon_thomsoni","Desmocyon_thomsoni","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Desmocyon",NA,NA,NA,NA,33815,36651,36905,41189,41208,NA,45611,45465,"Desmocyon","thomsoni"
"Ysengrinia_americana",NA,"Ysengrinia_americana","Ysengrinia_americana","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Ysengrinia",NA,NA,NA,NA,33815,36651,36905,41266,41300,NA,52731,43987,"Ysengrinia","americana"
"Nothocyon_n._sp._annectens","recombined as","Phlaocyon_annectens","Phlaocyon_annectens","species","species",NA,"Chordata","Mammalia","Carnivora","Canidae","Phlaocyon",NA,NA,NA,"n. sp.",33815,36651,36905,41189,41235,NA,49205,49205,"Phlaocyon","annectens"
"Megalictis_ferox",NA,"Megalictis_ferox","Megalictis_ferox","species","species",NA,"Chordata","Mammalia","Carnivora","Mustelidae","Megalictis",NA,NA,NA,NA,33815,36651,36905,41086,41128,NA,48009,48009,"Megalictis","ferox"
"Amphicyon_n._sp._superbus","recombined as","Daphoenodon_superbus","Daphoenodon_superbus","species","species",NA,"Chordata","Mammalia","Carnivora","Amphicyonidae","Daphoenodon",NA,NA,NA,"n. sp.",33815,36651,36905,41266,41278,NA,44000,44000,"Daphoenodon","superbus"
