"SUBCLASSORSUPERORDER","ORDER","SUBORDERORSUPERFAMILY","FAMILY","SUBFAMILY","GENUS","SPECIES","SIDNUM","now_accepted_name","now_accepted_rank","MAX_AGE","MIN_AGE","now_continent"
"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Leptarctus","primus",80327,"Leptarctus_primus","species",15.97,10.09,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Cynelos","sinapius",80444,"Cynelos_sinapius","species",15.97,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Aelurodon","aesthenostylus",82035,"Aelurodon_aesthenostylus","species",15.97,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","reinheimeri",82132,"Amphicyon_reinheimeri","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Carpocyon","compressus",80256,"Carpocyon_compressus","species",15.97,12.11,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","ingens",80453,"Amphicyon_ingens","species",15.97,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Leptocyon","vafer",80203,"Leptocyon_vafer","species",17.34,7.59,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Plionictis","parviloba",80376,"Plionictis_parviloba","species",15.97,12.57,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","pawniensis",80476,"Ursavus_pawniensis","species",14.78,12.57,"Americas"
"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Barbourofelis","morrisi",80508,"Barbourofelis_morrisi","species",12.11,6.88,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Vulpes","stenognathus",80208,"Vulpes_stenognathus","species",9.07,4.91,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Borophagus","pugnator",80265,"Borophagus_pugnator","species",9.07,4.91,"Americas"
"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Barbourofelis","whitfordi",80507,"Barbourofelis_whitfordi","species",12.11,6.88,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Amphimachairodus","coloradensis",80533,"Amphimachairodus_coloradensis","species",9.07,4.91,"Americas"
"Eutheria","Carnivora","Musteloidea","incertaesedis","Mustelavinae","Mustelavus","priscus",80300,"Mustelavus_priscus","species",34.7,33.9,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Parictis","major",80463,"Parictis_major","species",34.7,33.9,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Paradaphoenus","minimus",80426,"Paradaphoenus_minimus","species",33.9,32.1,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","Amphicynodontinae","Parictis","parvus",80458,"Parictis_parvus","species",33.9,32.1,"Americas"
"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Hoplophoneus","occidentalis",80496,"Hoplophoneus_occidentalis","species",33.9,29.75,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Otarocyon","macdonaldi",82021,"Otarocyon_macdonaldi","species",33.9,32.1,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Cynodesmus","thooides",80189,"Cynodesmus_thooides","species",32.1,22.2,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Osbornodon","renjiei",80201,"Osbornodon_renjiei","species",33.9,29.75,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Osbornodon","sesoni",80202,"Osbornodon_sesoni","species",32.1,28,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Oxetocyon","cuspidatus",80216,"Oxetocyon_cuspidatus","species",32.1,28,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Daphoenus","hartshornianus",80419,"Daphoenus_hartshornianus","species",32.1,28,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Sunkahetanka","geringensis",80191,"Sunkahetanka_geringensis","species",29.75,28,"Americas"
"Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","dorothiae",80410,"Palaeogale_dorothiae","species",29.75,28,"Americas"
"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Pogonodon","eileenae",80492,"Pogonodon_eileenae","species",29.75,28,"Americas"
"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Eusmilus","olsontau",80504,"Eusmilus_olsontau","species",29.75,28,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctoides","roii",82025,"Cynarctoides_roii","species",29.75,28,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Leptocyon","douglassi",82052,"Leptocyon_douglassi","species",29.75,22.2,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Paradaphoenus","tooheyi",82126,"Paradaphoenus_tooheyi","species",32.1,28,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Promartes","gemmarosae",80305,"Promartes_gemmarosae","species",28,19.09,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Leptocyon","delicatus",82053,"Leptocyon_delicatus","species",28,22.2,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Promartes","lepidus",80304,"Promartes_lepidus","species",19.09,17.34,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Hypsoparia","timmi",82099,"Hypsoparia_timmi","species",14.78,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctus","crucidens",80226,"Cynarctus_crucidens","species",12.11,9.07,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Paratomarctus","euthos",80233,"Paratomarctus_euthos","species",12.57,9.07,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Epicyon","saevus",80258,"Epicyon_saevus","species",14.78,6.88,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Epicyon","inflatus",80260,"Epicyon_inflatus","species",12.11,10.09,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrini","Mionictis","pristinus",80361,"Mionictis_pristinus","species",14.78,9.07,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Sthenictis","campestris",80385,"Sthenictis_campestris","species",12.11,10.09,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Sthenictis","lacota",80386,"Sthenictis_lacota","species",12.11,9.07,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Ischyrocyon","gidleyi",80457,"Ischyrocyon_gidleyi","species",15.97,9.07,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Leptocyon","matthewi",82056,"Leptocyon_matthewi","species",12.11,9.07,"Americas"
"Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Pliogale","manka",80336,"Pliogale_manka","species",12.11,10.09,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","barbouri",80475,"Hemicyon_barbouri","species",14.78,9.07,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","parvus",82114,"Mustela_parvus","species",2.63,0.9,"Americas"
"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Pogonodon","paucidens",80493,"Pogonodon_paucidens","species",33.9,32.1,"Americas"
"Eutheria","Carnivora","indet.","Nimravidae","Nimravinae","Nanosmilus","kurteni",80501,"Nanosmilus_kurteni","species",33.9,32.1,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Cynodesmus","martini",80190,"Cynodesmus_martini","species",29.75,28,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Promartes","darbyi",80307,"Promartes_darbyi","species",22.2,19.09,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Zodiolestes","daemonelixensis",80309,"Zodiolestes_daemonelixensis","species",22.2,19.09,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctoides","harlowi",82026,"Cynarctoides_harlowi","species",22.2,19.09,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Megalictis","simplicidens",80313,"Megalictis_simplicidens","species",19.09,18.5,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctoides","emryi",82029,"Cynarctoides_emryi","species",19.09,17.34,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Osbornodon","iamonensis",80200,"Osbornodon_iamonensis","species",28,15.97,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Daphoeninae","Borocyon","robustum",80428,"Borocyon_robustum","species",18.5,14.78,"Americas"
"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Amphictis","schlosseri",24499,"Amphictis_schlosseri","species",23,17.34,"Americas | Europe"
"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Ectopocynus","simplicidens",80178,"Ectopocynus_simplicidens","species",18.5,17.34,"Americas"
"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Edaphocyon","lautus",80283,"Edaphocyon_lautus","species",18.5,17.34,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Craterogale","simus",80326,"Craterogale_simus","species",18.5,17.34,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Phlaocyon","marslandensis",82032,"Phlaocyon_marslandensis","species",18.5,17.34,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Phlaocyon","yatkolai",82033,"Phlaocyon_yatkolai","species",18.5,17.34,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Phlaocyon","mariae",82034,"Phlaocyon_mariae","species",18.5,17.34,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Desmocyon","matthewi",82040,"Desmocyon_matthewi","species",18.5,17.34,"Americas"
"Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","minutus",80413,"Palaeogale_minutus","species",28,17.34,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Hesperocyoninae","Osbornodon","fricki",80198,"Osbornodon_fricki","species",17.34,14.78,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Cynelos","idoneus",80443,"Cynelos_idoneus","species",17.34,15.97,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","frendens",80452,"Amphicyon_frendens","species",17.34,15.97,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Hyperailurictis","validus",80516,"Hyperailurictis_validus","species",17.34,14.78,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Hyperailurictis","skinneri",82079,"Hyperailurictis_skinneri","species",17.34,15.97,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Brachypsalis","matutinus",80322,"Brachypsalis_matutinus","species",17.34,15.97,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrini","Mionictis","letifer",80360,"Mionictis_letifer","species",17.34,15.97,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Dinogale","siouxensis",80370,"Dinogale_siouxensis","species",17.34,15.97,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Sthenictis","bellus",80382,"Sthenictis_bellus","species",17.34,15.97,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Brachypsalis","obliquidens",80323,"Brachypsalis_obliquidens","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Leptarctus","oregonensis",80328,"Leptarctus_oregonensis","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrini","Mionictis","incertus",80358,"Mionictis_incertus","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrini","Mionictis","elegans",80359,"Mionictis_elegans","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Sthenictis","dolichops",80383,"Sthenictis_dolichops","species",15.97,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Pliocyon","medius",80449,"Pliocyon_medius","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Hyperailurictis","aeluroides",80514,"Hyperailurictis_aeluroides","species",15.97,12.57,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Hyperailurictis","stouti",80517,"Hyperailurictis_stouti","species",15.97,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Paracynarctus","sinclairi",82041,"Paracynarctus_sinclairi","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Psalidocyon","marianae",82046,"Psalidocyon_marianae","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Bassariscus","antiquus",82180,"Bassariscus_antiquus","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Arctonasua","minima",80286,"Arctonasua_minima","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Bassariscus","minimus",82181,"Bassariscus_minimus","species",15.97,14.78,"Americas"
"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Ursavus","brevirhinus",20063,"Ursavus_brevirhinus","species",17.34,7.6,"Americas | Europe"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Aelurodon","ferox",80249,"Aelurodon_ferox","species",15.97,7.59,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Leptocyon","leidyi",82055,"Leptocyon_leidyi","species",15.97,7.59,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Leptarctus","desuii",82096,"Leptarctus_desuii","species",7.59,6.88,"Americas"
"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Arctonasua","gracilis",80285,"Arctonasua_gracilis","species",15.97,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Miomustela","madisonae",80333,"Miomustela_madisonae","species",15.97,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Aelurodon","marshi",80251,"Aelurodon_marshi","species",14.78,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Aelurodon","stirtoni",80254,"Aelurodon_stirtoni","species",14.78,12.11,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Brachypsalis","pachycephalus",80319,"Brachypsalis_pachycephalus","species",15.97,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Oligobuninae","Brachypsalis","hyaenoides",80320,"Brachypsalis_hyaenoides","species",14.78,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Sthenictis","robustus",80381,"Sthenictis_robustus","species",14.78,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Aelurodon","mcgrewi",82036,"Aelurodon_mcgrewi","species",14.78,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Leptarctus","martini",82094,"Leptarctus_martini","species",14.78,12.57,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Carpocyon","webbi",82038,"Carpocyon_webbi","species",14.78,7.59,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Cynarctus","voorhiesi",82043,"Cynarctus_voorhiesi","species",12.57,12.11,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Tomarctus","propter",80239,"Tomarctus_propter","species",7.59,6.88,"Americas"
"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Arctonasua","eurybates",80287,"Arctonasua_eurybates","species",6.88,4.91,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Taxidiini","Pliotaxidea","nevadensis",80352,"Pliotaxidea_nevadensis","species",9.07,4.91,"Americas"
"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Bassariscus","ogallalae",80278,"Bassariscus_ogallalae","species",9.07,5.91,"Americas"
"Eutheria","Carnivora","Musteloidea","Procyonidae","Procyoninae","Protoprocyon","savagei",80290,"Protoprocyon_savagei","species",12.11,9.07,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Nimravides","pedionomus",80522,"Nimravides_pedionomus","species",12.11,9.07,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Eucyon","skinneri",82071,"Eucyon_skinneri","species",12.11,9.07,"Americas"
"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Barbourofelis","fricki",80506,"Barbourofelis_fricki","species",9.07,6.88,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Nimravides","galiani",80521,"Nimravides_galiani","species",7.59,6.88,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Machairodus","tanneri",80534,"Machairodus_tanneri","species",6.88,5.91,"Americas"
"Eutheria","Carnivora","indet.","Mephitidae","indet.","Martinogale","alveodens",80338,"Martinogale_alveodens","species",6.88,4.91,"Americas"
"Eutheria","Carnivora","indet.","Mephitidae","indet.","Buisnictis","schoffi",80341,"Buisnictis_schoffi","species",5.91,2.63,"Americas"
"Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Brachyopsigale","dubius",80344,"Brachyopsigale_dubius","species",5.91,2.63,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","rexroadensis",80396,"Mustela_rexroadensis","species",5.91,1.8,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Lynx","rexroadensis",80524,"Lynx_rexroadensis","species",5.91,1.8,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Canis","ferox",82072,"Canis_ferox","species",7.59,2.63,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Borophaginae","Carpocyon","limosus",80255,"Carpocyon_limosus","species",9.07,4.91,"Americas"
"Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Pliogale","furlongi",80335,"Pliogale_furlongi","species",9.07,4.91,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Homotherium","crusifonti",80539,"Homotherium_crusifonti","species",4.91,2.63,"Americas"
"Eutheria","Carnivora","Caniformia","Canidae","Caninae","Urocyon","progressus",80210,"Urocyon_progressus","species",4.91,2.63,"Americas"
"Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Mephitis","mephitis",80350,"Mephitis_mephitis","species",4.91,2.63,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrini","Satherium","piscinarium",80365,"Satherium_piscinarium","species",5.91,1.8,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Galictini","Trigonictis","macrodon",80402,"Trigonictis_macrodon","species",4.91,1.8,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Meganteron","hesperus",80536,"Meganteron_hesperus","species",6.88,0.9,"Americas"
"Eutheria","Carnivora","indet.","Mephitidae","indet.","Buisnictis","burrowsi",80342,"Buisnictis_burrowsi","species",4.91,2.63,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Taxidiini","Taxidea","taxus",80356,"Taxidea_taxus","species",4.91,0,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Galictini","Trigonictis","cooki",80403,"Trigonictis_cooki","species",4.91,0.9,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Lynx","kurteni",80525,"Lynx_kurteni","species",2.63,1.8,"Americas"
"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Pratifelis","martini",80519,"Pratifelis_martini","species",10.09,9.07,"Americas"
"Eutheria","Carnivora","Caniformia","Mustelidae","Leptarctinae","Leptarctus","kansasensis",82095,"Leptarctus_kansasensis","species",10.09,9.07,"Americas"
