"","now_accepted_sist_subclass_superorder","now_accepted_sist_order","now_accepted_sist_suborder_superfamily","now_accepted_sist_family","now_accepted_sist_subfamily_tribe","now_accepted_sist_genus","now_accepted_sist_epithet","now_accepted_name","now_accepted_rank"
"232","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Cynodictis","compressidens","Cynodictis_compressidens","Species"
"233","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Cynodictis","lacustris","Cynodictis_lacustris","Species"
"234","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Cynodictis","exilis","Cynodictis_exilis","Species"
"235","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Cynodictis","indet.","Cynodictis","Genus"
"236","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Cyonarctos","dessei","Cyonarctos_dessei","Species"
"237","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Hesperocyon","indet.","Hesperocyon","Genus"
"238","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Daphoenodon","minor","Daphoenodon_minor","Species"
"239","Eutheria","Carnivora","indet.","Amphicyonidae","Temnocyoninae","Mammacyon","indet.","Mammacyon","Genus"
"240","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Enhydrocyon","basilatus","Enhydrocyon_basilatus","Species"
"241","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Paraenhydrocyon","josephi","Paraenhydrocyon_josephi","Species"
"242","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Daphoenodon","notionastes","Daphoenodon_notionastes","Species"
"243","Eutheria","Carnivora","indet.","Amphicyonidae","Temnocyoninae","Mammacyon","obtusidens","Mammacyon_obtusidens","Species"
"244","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Mesocyon","indet.","Mesocyon","Genus"
"245","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cormocyon","copei","Cormocyon_copei","Species"
"246","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cynarctoides","lemur","Cynarctoides_lemur","Species"
"247","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Phlaocyon","achoros","Phlaocyon_achoros","Species"
"248","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cynarctoides","indet.","Cynarctoides","Genus"
"249","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Daphoenus","demilo","Daphoenus_demilo","Species"
"250","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Daphoenus","hartshornianus","Daphoenus_hartshornianus","Species"
"251","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Archaeocyon","pavidus","Archaeocyon_pavidus","Species"
"252","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Cynodesmus","thooides","Cynodesmus_thooides","Species"
"253","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Ectopocynus","antiquus","Ectopocynus_antiquus","Species"
"254","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Mesocyon","temnodon","Mesocyon_temnodon","Species"
"255","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Osbornodon","renjiei","Osbornodon_renjiei","Species"
"256","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Osbornodon","sesoni","Osbornodon_sesoni","Species"
"257","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Oxetocyon","cuspidatus","Oxetocyon_cuspidatus","Species"
"258","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Paradaphoenus","tooheyi","Paradaphoenus_tooheyi","Species"
"259","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Archaeocyon","leptodus","Archaeocyon_leptodus","Species"
"260","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Mesocyon","brachyops","Mesocyon_brachyops","Species"
"261","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Philotrox","condoni","Philotrox_condoni","Species"
"262","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Paradaphoenus","cuspigerus","Paradaphoenus_cuspigerus","Species"
"263","Eutheria","Carnivora","indet.","Amphicyonidae","Temnocyoninae","Temnocyon","altigenis","Temnocyon_altigenis","Species"
"264","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Enhydrocyon","stenocephalus","Enhydrocyon_stenocephalus","Species"
"265","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Daphoenus","socialis","Daphoenus_socialis","Species"
"266","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Enhydrocyon","indet.","Enhydrocyon","Genus"
"267","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Sunkahetanka","geringensis","Sunkahetanka_geringensis","Species"
"268","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Daphoenus","transversus","Daphoenus_transversus","Species"
"269","Eutheria","Carnivora","indet.","Canidae","Caninae","Leptocyon","douglassi","Leptocyon_douglassi","Species"
"270","Eutheria","Carnivora","indet.","Canidae","Caninae","Leptocyon","mollis","Leptocyon_mollis","Species"
"271","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Mesocyon","coryphaeus","Mesocyon_coryphaeus","Species"
"272","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Phlaocyon","latidens","Phlaocyon_latidens","Species"
"273","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Rhizocyon","oregonensis","Rhizocyon_oregonensis","Species"
"274","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Hesperocyon","coloradensis","Hesperocyon_coloradensis","Species"
"275","Eutheria","Carnivora","indet.","Amphicyonidae","Daphoeninae","Paradaphoenus","minimus","Paradaphoenus_minimus","Species"
"276","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Otarocyon","macdonaldi","Otarocyon_macdonaldi","Species"
"277","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cynarctoides","roii","Cynarctoides_roii","Species"
"278","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Cynodesmus","martini","Cynodesmus_martini","Species"
"279","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Enhydrocyon","pahinisintewakpa","Enhydrocyon_pahinisintewakpa","Species"
"280","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Gobicyon","indet.","Gobicyon","Genus"
"281","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Haplocyon","dombrowskii","Haplocyon_dombrowskii","Species"
"282","Eutheria","Carnivora","indet.","Felidae","indet.","Proailurus","indet.","Proailurus","Genus"
"283","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Haplocyonoides","ponticus","Haplocyonoides_ponticus","Species"
"284","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Ictiocyon","dehmi","Ictiocyon_dehmi","Species"
"285","Eutheria","Carnivora","indet.","Felidae","indet.","Styriofelis","indet.","Styriofelis","Genus"
"286","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","indet.","indet.","indet.","Subfamily_tribe"
"287","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","indet.","indet.","indet.","Subfamily_tribe"
"288","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Barbourofelis","morrisi","Barbourofelis_morrisi","Species"
"289","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Carpocyon","robustus","Carpocyon_robustus","Species"
"290","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cynarctus","crucidens","Cynarctus_crucidens","Species"
"291","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Epicyon","inflatus","Epicyon_inflatus","Species"
"292","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Epicyon","saevus","Epicyon_saevus","Species"
"293","Eutheria","Carnivora","indet.","Canidae","Caninae","Leptocyon","matthewi","Leptocyon_matthewi","Species"
"294","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Paratomarctus","euthos","Paratomarctus_euthos","Species"
"295","Eutheria","Carnivora","indet.","Felidae","Felinae","Nimravides","indet.","Nimravides","Genus"
"296","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Aelurodon","marshi","Aelurodon_marshi","Species"
"297","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Aelurodon","mcgrewi","Aelurodon_mcgrewi","Species"
"298","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Aelurodon","stirtoni","Aelurodon_stirtoni","Species"
"299","Eutheria","Carnivora","indet.","Canidae","Caninae","Leptocyon","leidyi","Leptocyon_leidyi","Species"
"300","Eutheria","Carnivora","indet.","Canidae","Caninae","Leptocyon","vafer","Leptocyon_vafer","Species"
"301","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Carpocyon","webbi","Carpocyon_webbi","Species"
"302","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cynarctus","voorhiesi","Cynarctus_voorhiesi","Species"
"303","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Epicyon","haydeni","Epicyon_haydeni","Species"
"304","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Barbourofelis","whitfordi","Barbourofelis_whitfordi","Species"
"305","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Ischyrocyon","mohavensis","Ischyrocyon_mohavensis","Species"
"306","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Barbourofelis","indet.","Barbourofelis","Genus"
"307","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Maemohcyon","potisati","Maemohcyon_potisati","Species"
"308","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Thaumastocyon","indet.","Thaumastocyon","Genus"
"309","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Otarocyon","cooki","Otarocyon_cooki","Species"
"310","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Enhydrocyon","crassidens","Enhydrocyon_crassidens","Species"
"311","Eutheria","Carnivora","indet.","Canidae","Caninae","Leptocyon","delicatus","Leptocyon_delicatus","Species"
"312","Eutheria","Carnivora","indet.","Canidae","Caninae","Eucyon","debonisi","Eucyon_debonisi","Species"
"313","Eutheria","Carnivora","indet.","Canidae","indet.","Nyctereutes","donnezani","Nyctereutes_donnezani","Species"
"314","Eutheria","Carnivora","indet.","Felidae","indet.","Fortunictis","indet.","Fortunictis","Genus"
"315","Eutheria","Carnivora","indet.","Felidae","indet.","Paramachaerodus","maximiliani","Paramachaerodus_maximiliani","Species"
"316","Eutheria","Carnivora","indet.","Amphicyonidae","indet.","Myacyon","djambir","Myacyon_djambir","Species"
"317","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Pliocyon","robustus","Pliocyon_robustus","Species"
"318","Eutheria","Carnivora","indet.","Amphicyonidae","Amphicyoninae","Pseudocyon","caucasicus","Pseudocyon_caucasicus","Species"
"319","Eutheria","Carnivora","indet.","Canidae","Caninae","Eucyon","skinneri","Eucyon_skinneri","Species"
"320","Eutheria","Carnivora","indet.","Felidae","Felinae","Nimravides","pedionomus","Nimravides_pedionomus","Species"
"321","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cynarctoides","harlowi","Cynarctoides_harlowi","Species"
"322","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","dissimilis","Herpestes_dissimilis","Species"
"323","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Barbourofelis","fricki","Barbourofelis_fricki","Species"
"324","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Borophagus","indet.","Borophagus","Genus"
"325","Eutheria","Carnivora","indet.","Canidae","Caninae","Metalopex","merriami","Metalopex_merriami","Species"
"326","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","stenognathus","Vulpes_stenognathus","Species"
"327","Eutheria","Carnivora","indet.","Felidae","Felinae","Nimravides","catacopsis","Nimravides_catacopsis","Species"
"328","Eutheria","Carnivora","indet.","Felidae","Felinae","Nimravides","galiani","Nimravides_galiani","Species"
"329","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Borophagus","pugnator","Borophagus_pugnator","Species"
"330","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Epicyon","aelurodontoides","Epicyon_aelurodontoides","Species"
"331","Eutheria","Carnivora","indet.","Canidae","Caninae","Metalopex","macconnelli","Metalopex_macconnelli","Species"
"332","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Barbourofelis","lovei","Barbourofelis_lovei","Species"
"333","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Borophagus","littoralis","Borophagus_littoralis","Species"
"334","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Carpocyon","limosus","Carpocyon_limosus","Species"
"335","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Machairodus","laskarevi","Machairodus_laskarevi","Species"
"336","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Amphimachairodus","coloradensis","Amphimachairodus_coloradensis","Species"
"337","Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Prosansanosmilus","indet.","Prosansanosmilus","Genus"
"338","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Carpocyon","indet.","Carpocyon","Genus"
"339","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Aelurodon","indet.","Aelurodon","Genus"
"340","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","kernensis","Vulpes_kernensis","Species"
"341","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Aelurodon","montanensis","Aelurodon_montanensis","Species"
"342","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Tomarctus","indet.","Tomarctus","Genus"
"343","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Borophagus","secundus","Borophagus_secundus","Species"
"344","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Tomarctus","propter","Tomarctus_propter","Species"
"345","Eutheria","Carnivora","indet.","Felidae","Felinae","Pratifelis","martini","Pratifelis_martini","Species"
"346","Eutheria","Carnivora","indet.","Canidae","Caninae","Eucyon","davisi","Eucyon_davisi","Species"
"347","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Archaeocyon","falchenbachi","Archaeocyon_falchenbachi","Species"
"348","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Caedocyon","tedfordi","Caedocyon_tedfordi","Species"
"349","Eutheria","Carnivora","indet.","Canidae","Hesperocyoninae","Ectopocynus","intermedius","Ectopocynus_intermedius","Species"
"350","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Cormocyon","indet.","Cormocyon","Genus"
"351","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Homotherium","ischyrus","Homotherium_ischyrus","Species"
"352","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","ferox","Canis_ferox","Species"
"353","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Homotherium","crusifonti","Homotherium_crusifonti","Species"
"354","Eutheria","Carnivora","indet.","Canidae","Caninae","Urocyon","progressus","Urocyon_progressus","Species"
"355","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Meganteron","hesperus","Meganteron_hesperus","Species"
"356","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","edwardii","Canis_edwardii","Species"
"357","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Homotherium","indet.","Homotherium","Genus"
"358","Eutheria","Carnivora","indet.","Felidae","Felinae","Lynx","rexroadensis","Lynx_rexroadensis","Species"
"359","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Smilodon","gracilis","Smilodon_gracilis","Species"
"360","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Homotherium","idahoensis","Homotherium_idahoensis","Species"
"361","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","thooides","Canis_thooides","Species"
"362","Eutheria","Carnivora","indet.","Canidae","Caninae","Urocyon","galushai","Urocyon_galushai","Species"
"363","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Xenosmilus","indet.","Xenosmilus","Genus"
"364","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","velox","Vulpes_velox","Species"
"365","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Homotherium","johnstoni","Homotherium_johnstoni","Species"
"366","Eutheria","Carnivora","indet.","Felidae","Felinae","Miracinonyx","inexpectatus","Miracinonyx_inexpectatus","Species"
"367","Eutheria","Carnivora","indet.","Felidae","Felinae","Miracinonyx","trumani","Miracinonyx_trumani","Species"
"368","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Dinofelis","palaeoonca","Dinofelis_palaeoonca","Species"
"369","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Borophagus","dudleyi","Borophagus_dudleyi","Species"
"370","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Borophagus","hilli","Borophagus_hilli","Species"
"371","Eutheria","Carnivora","indet.","Canidae","Caninae","Cerdocyon","avius","Cerdocyon_avius","Species"
"372","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Machairodus","tanneri","Machairodus_tanneri","Species"
"373","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Epicyon","indet.","Epicyon","Genus"
"374","Eutheria","Carnivora","indet.","Felidae","Felinae","Lynx","rufus","Lynx_rufus","Species"
"375","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Adelphailurus","kansensis","Adelphailurus_kansensis","Species"
"376","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Borophagus","orc","Borophagus_orc","Species"
"377","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Borophagus","parvus","Borophagus_parvus","Species"
"378","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","shermanesis","Vulpes_shermanesis","Species"
"379","Eutheria","Carnivora","indet.","Felidae","Felinae","Lynx","proterolyncis","Lynx_proterolyncis","Species"
"380","Eutheria","Carnivora","indet.","Felidae","Felinae","Pseudailurus","hibbardi","Pseudailurus_hibbardi","Species"
"381","Eutheria","Carnivora","indet.","Canidae","Caninae","Metalopex","bakeri","Metalopex_bakeri","Species"
"382","Eutheria","Carnivora","indet.","Canidae","Borophaginae","Borophagus","solus","Borophagus_solus","Species"
"383","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","africanus","Canis_africanus","Species"
"384","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","mesomelas","Canis_mesomelas","Species"
"385","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","Palaeogracilis","Herpestes_Palaeogracilis","Species"
"386","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","palaeoserengetensis","Herpestes_palaeoserengetensis","Species"
"387","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","anthus","Canis_anthus","Species"
"388","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","vulpes","Vulpes_vulpes","Species"
"389","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","apolloniensis","Canis_apolloniensis","Species"
"390","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","etruscus","Canis_etruscus","Species"
"391","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","praeglacialis","Vulpes_praeglacialis","Species"
"392","Eutheria","Carnivora","indet.","Canidae","indet.","Xenocyon","lycaonoides","Xenocyon_lycaonoides","Species"
"393","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Megantereon","cultridens","Megantereon_cultridens","Species"
"394","Eutheria","Carnivora","indet.","Felidae","Felinae","Panthera","gombaszoegensis","Panthera_gombaszoegensis","Species"
"395","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","armbrusteri","Canis_armbrusteri","Species"
"396","Eutheria","Carnivora","indet.","Canidae","Caninae","Urocyon","minicephalus","Urocyon_minicephalus","Species"
"397","Eutheria","Carnivora","indet.","Felidae","Felinae","Panthera","onca","Panthera_onca","Species"
"398","Eutheria","Carnivora","indet.","Canidae","Caninae","Urocyon","indet.","Urocyon","Genus"
"399","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","arnensis","Canis_arnensis","Species"
"400","Eutheria","Carnivora","indet.","Felidae","Felinae","Felis","silvestris","Felis_silvestris","Species"
"401","Eutheria","Carnivora","indet.","Felidae","Felinae","Panthera","spelaea","Panthera_spelaea","Species"
"402","Eutheria","Carnivora","indet.","Felidae","Felinae","Lynx","pardinus","Lynx_pardinus","Species"
"403","Eutheria","Carnivora","indet.","Felidae","Felinae","Puma","pardoides","Puma_pardoides","Species"
"404","Eutheria","Carnivora","indet.","Felidae","Felinae","Felis","lunensis","Felis_lunensis","Species"
"405","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","atrox","Canis_atrox","Species"
"406","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","aureus","Canis_aureus","Species"
"407","Eutheria","Carnivora","indet.","Canidae","indet.","Nyctereutes","abdeslami","Nyctereutes_abdeslami","Species"
"408","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","rueppelii","Vulpes_rueppelii","Species"
"409","Eutheria","Carnivora","indet.","Felidae","indet.","Acinonyx","aicha","Acinonyx_aicha","Species"
"410","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","abdelalii","Herpestes_abdelalii","Species"
"411","Eutheria","Carnivora","indet.","Herpestidae","indet.","Ichneumia","nims","Ichneumia_nims","Species"
"412","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","lupus","Canis_lupus","Species"
"413","Eutheria","Carnivora","indet.","Felidae","Felinae","Felis","chaus","Felis_chaus","Species"
"414","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","borjgali","Canis_borjgali","Species"
"415","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","alopecoides","Vulpes_alopecoides","Species"
"416","Eutheria","Carnivora","indet.","Felidae","indet.","Acinonyx","pardinensis","Acinonyx_pardinensis","Species"
"417","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Megantereon","whitei","Megantereon_whitei","Species"
"418","Eutheria","Carnivora","indet.","Felidae","Felinae","Panthera","onca","Panthera_onca","Species"
"419","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","brevirostris","Canis_brevirostris","Species"
"420","Eutheria","Carnivora","indet.","Felidae","Felinae","indet.","indet.","indet.","Subfamily_tribe"
"421","Eutheria","Carnivora","indet.","Canidae","indet.","Megacyon","indet.","Megacyon","Genus"
"422","Eutheria","Carnivora","indet.","Canidae","indet.","Otocyon","indet.","Otocyon","Genus"
"423","Eutheria","Carnivora","indet.","Felidae","indet.","Acinonyx","jubatus","Acinonyx_jubatus","Species"
"424","Eutheria","Carnivora","indet.","Felidae","Felinae","Panthera","leo","Panthera_leo","Species"
"425","Eutheria","Carnivora","indet.","Herpestidae","indet.","Cynictis","indet.","Cynictis","Genus"
"426","Eutheria","Carnivora","indet.","Herpestidae","indet.","Helogale","palaeogracilis","Helogale_palaeogracilis","Species"
"427","Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","ichneumon","Herpestes_ichneumon","Species"
"428","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Dinofelis","piveteaui","Dinofelis_piveteaui","Species"
"429","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","longdanensis","Canis_longdanensis","Species"
"430","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","teilhardi","Canis_teilhardi","Species"
"431","Eutheria","Carnivora","indet.","Canidae","Caninae","Vulpes","chikushanensis","Vulpes_chikushanensis","Species"
"432","Eutheria","Carnivora","indet.","Canidae","indet.","Xenocyon","dubius","Xenocyon_dubius","Species"
"433","Eutheria","Carnivora","indet.","Felidae","Felinae","Lynx","shansius","Lynx_shansius","Species"
"434","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Megantereon","nihowanensis","Megantereon_nihowanensis","Species"
"435","Eutheria","Carnivora","indet.","Felidae","Felinae","Panthera","palaeosinensis","Panthera_palaeosinensis","Species"
"436","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","cautleyi","Canis_cautleyi","Species"
"437","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","pinjorensis","Canis_pinjorensis","Species"
"438","Eutheria","Carnivora","indet.","Canidae","indet.","Prototocyon","curvipalatus","Prototocyon_curvipalatus","Species"
"439","Eutheria","Carnivora","indet.","Felidae","indet.","Acinonyx","brachygnathus","Acinonyx_brachygnathus","Species"
"440","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Dinofelis","cristata","Dinofelis_cristata","Species"
"441","Eutheria","Carnivora","indet.","Felidae","Felinae","Felis","subhimalayana","Felis_subhimalayana","Species"
"442","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Megantereon","falconeri","Megantereon_falconeri","Species"
"443","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","chihliensis","Canis_chihliensis","Species"
"444","Eutheria","Carnivora","indet.","Canidae","indet.","Nyctereutes","sinensis","Nyctereutes_sinensis","Species"
"445","Eutheria","Carnivora","indet.","Felidae","indet.","Acinonyx","indet.","Acinonyx","Genus"
"446","Eutheria","Carnivora","indet.","Felidae","Felinae","Panthera","indet.","Panthera","Genus"
"447","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","variabilis","Canis_variabilis","Species"
"448","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","cyonoides","Canis_cyonoides","Species"
"449","Eutheria","Carnivora","indet.","Canidae","Caninae","Cuon","alpinus","Cuon_alpinus","Species"
"450","Eutheria","Carnivora","indet.","Felidae","Felinae","Felis","issiodorensis","Felis_issiodorensis","Species"
"451","Eutheria","Carnivora","indet.","Felidae","Felinae","Felis","micotis","Felis_micotis","Species"
"452","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","dirus","Canis_dirus","Species"
"453","Eutheria","Carnivora","indet.","Canidae","indet.","Protocyon","troglodytes","Protocyon_troglodytes","Species"
"454","Eutheria","Carnivora","indet.","Canidae","Caninae","Urocyon","cinereoargenteus","Urocyon_cinereoargenteus","Species"
"455","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Smilodon","populator","Smilodon_populator","Species"
"456","Eutheria","Carnivora","indet.","Canidae","Caninae","Chrysocyon","brachyurus","Chrysocyon_brachyurus","Species"
"457","Eutheria","Carnivora","indet.","Canidae","indet.","Dusicyon","gymnocerus","Dusicyon_gymnocerus","Species"
"458","Eutheria","Carnivora","indet.","Canidae","indet.","Protocyon","tarijensis","Protocyon_tarijensis","Species"
"459","Eutheria","Carnivora","indet.","Felidae","Felinae","Herpailurus","yagouaroundi","Herpailurus_yagouaroundi","Species"
"460","Eutheria","Carnivora","indet.","Felidae","Felinae","Puma","concolor","Puma_concolor","Species"
"461","Eutheria","Carnivora","indet.","Canidae","Caninae","Theriodictis","floriadanus","Theriodictis_floriadanus","Species"
"462","Eutheria","Carnivora","indet.","Canidae","Caninae","Urocyon","citrinus","Urocyon_citrinus","Species"
"463","Eutheria","Carnivora","indet.","Canidae","indet.","Xenocyon","falconeri","Xenocyon_falconeri","Species"
"464","Eutheria","Carnivora","indet.","Canidae","indet.","Nyctereutes","megamastoides","Nyctereutes_megamastoides","Species"
"465","Eutheria","Carnivora","indet.","Canidae","Caninae","Eucyon","indet.","Eucyon","Genus"
"466","Eutheria","Carnivora","indet.","Canidae","Caninae","Eucyon","kuruksaensis","Eucyon_kuruksaensis","Species"
"467","Eutheria","Carnivora","indet.","Canidae","indet.","Xenalopex","remenyii","Xenalopex_remenyii","Species"
"468","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Homotherium","davitasvilii","Homotherium_davitasvilii","Species"
"469","Eutheria","Carnivora","indet.","Canidae","Caninae","Canis","multicuspus","Canis_multicuspus","Species"
"470","Eutheria","Carnivora","indet.","Felidae","Machairodontinae","Megantereon","ekidoit","Megantereon_ekidoit","Species"
"471","Eutheria","Carnivora","indet.","Canidae","indet.","Nyctereutes","barryi","Nyctereutes_barryi","Species"
"472","Eutheria","Carnivora","indet.","Felidae","indet.","Caracal","indet.","Caracal","Genus"
